"","se_1","se_2","se_3","se_4","se_5","se_6","se_7","se_8","se_9","se_10","se_11","se_12","se_13","se_14","se_15","se_16","se_17"
"(2,6-dioxo-3h-purin-9-yl) pyridine-3-carboxylate",11.7492949636258,10.4156565820256,11.9260990620235,10.8399447238856,10.331916775647,12.3948248031706,10.0985226350106,11.7694747182917,11.5384465695929,11.8348869042275,12.1354833714949,11.5412782642306,12.2274192712596,11.6583189748618,11.6624788030959,11.2436837997462,12.1226578241535
"(2-carbamoyl-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl) hydrogen sulfate",12.0749485220423,12.2359417088311,12.205937454051,12.8674033446772,12.2150306332908,12.2558838656721,12.3087871960983,12.3007698558042,12.2625955973977,12.2971031433642,12.2470454862481,12.7611159861781,12.2021053856514,12.3307214218985,11.59880631579,12.322995238943,12.2561302695702
"(2-ethylcrotonoyl)urea",15.1703606814195,14.7364588558181,15.2934663145884,15.2706411537371,14.9966236026517,14.7174028151253,15.2132018568438,15.1166649340948,15.1637493317055,14.9131051832425,13.7314648901934,14.7714191641744,14.8271538693781,15.4629497305995,14.7275578773346,15.0002527972149,15.2976512119429
"(2e)-3-[3-(sulfooxy)phenyl]prop-2-enoic acid",10.311902401465,11.2406117954271,11.9608119603522,12.1030036291338,11.7096280569103,12.9944866775159,9.54637278787885,11.2324666292146,11.6957814014026,13.4393185389382,12.7675957792095,13.4520466539297,10.9817536909784,10.5346895297122,13.311353527615,10.3394555022019,10.2586173622016
"(2r)-2-acetamido-3-[[(2r)-2-acetamido-2-carboxyethyl]disulfanyl]propanoic acid",13.0764303766244,13.1063327066653,12.759155307259,12.6191194266416,13.1145095857204,13.227681680426,13.0534098833839,13.0072363556583,13.2563339852404,13.199263357913,13.2232461351475,13.0033257296177,13.2517792732041,13.5170489380541,13.0168395249475,13.1092136974489,13.5110814515195
"(2r)-2-amino-3-methyl-3-(2-nitrosoacetyl)sulfanylbutanoic acid",11.8088714862284,11.8452124720395,11.8474815416858,11.7654093550042,11.9121078460836,11.8987625300648,11.8112031842112,11.843627340635,11.8190884067678,11.80561924854,11.8193503920421,11.5707204428586,11.8379241423629,11.3771685219582,11.4748123342307,11.6176358382973,11.8280723990242
"(2r)-3-sulfanylpropane-1,2-diol",14.2932127060768,14.5308826626393,14.7207816090164,14.6112324029589,14.8543817305061,15.5090505661385,14.6954473543861,14.7155465480249,15.1837757726074,15.7182931106302,13.9424660494307,13.9366106989263,14.5624288937965,14.7591669161467,14.4446206898275,14.7723660508309,14.6962327497687
"(2r,3s,4r,5r)-2-fluoro-3,4,5,6-tetrahydroxyhexanal",15.0872270838957,15.1259133430056,14.9436188035364,14.8108808859373,15.1130844497764,15.2194754354204,15.0540281086248,14.7821589926462,15.1877489539611,14.9662467017327,15.0087513076287,15.117638827549,14.9662040206074,15.1467391454285,15.1772201296718,14.983833643934,14.9448231317047
"(2r,3s,4s,5r,6s)-2-(hydroxymethyl)-6-[4-(3-hydroxyprop-1-enyl)-2,6-dimethoxyphenoxy]oxane-3,4,5-triol",11.5454280908689,10.6962406932787,11.701148004702,10.8644829045095,11.9240559855853,9.88066847957154,10.6492688084194,11.9400229061687,11.6530304339457,11.0195815007069,11.4527570613051,11.0999311543798,11.6254493527221,12.0965871491214,11.9546664057407,11.6592454807133,11.4236175518468
"(2r,4r,5s,6s)-2,4-dihydroxy-5-[(2-hydroxyacetyl)amino]-6-[(1s,2s)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid",13.5471066840562,14.1846680779234,14.5938125881382,14.3610850125359,14.342853831198,14.0460826845738,14.1319345037334,14.4431757355798,14.3994531404121,14.1192984322848,14.6606356962474,14.8929040634653,14.3959956307837,14.1548596807359,14.4975117531764,14.290000815557,14.3148014736001
"(2r,4s)-1-tert-butyl 2-methyl 4-aminopyrrolidine-1,2-dicarboxylate",19.5505216318449,19.4931898828672,19.3309742307375,19.5278549047513,19.3936047857634,19.2043677181859,19.2477195790476,19.3250901392148,19.2482858665608,20.493706940426,19.4272936099553,19.7998327771347,19.385340262675,19.2434656005116,19.4842537286577,19.7395565494197,19.399614630069
"(2s)-1-[(2s)-3-(4h-imidazol-4-yl)-2-[[(2s)-5-oxopyrrolidine-2-carbonyl]amino]propanoyl]pyrrolidine-2-carboxylic acid",15.7929053134626,15.4849130402317,15.440797802357,16.0917071699532,15.46683299876,15.3044660786908,15.5371690297014,15.464320361391,15.4258163485425,15.358375885133,15.0740231603333,14.075452992848,15.4316555924946,15.4444594838413,15.6767058907649,15.4961117145902,15.4295642655375
"(2s,3r,4s,5r)-3,4,5-trihydroxy-6-oxopiperidine-2-carboxylic acid",14.3472099163622,14.1100861050507,13.5739380541416,14.2239336500719,13.5461940161335,14.2641423131083,13.9770819910099,13.7270063965225,14.4367908815724,14.1021161551811,14.3081475152979,14.2458945966159,13.9743877721707,14.0838880959151,14.2609918628802,13.9856774756415,14.2579870181687
"(3r,4r)-3-amino-1-hydroxy-4-methylpyrrolidin-2-one",14.4097471791032,15.0353033628236,15.014527383082,15.1983651399338,14.9433338929254,15.0512591267576,14.7835498942001,15.1563291641983,14.8716610115141,15.4144250812781,14.8430851826306,15.0207762079189,15.0018800544388,15.0488011035823,15.0358205177603,15.3014930129908,15.1002329806441
