"","MetabID","shortname","Fill..","S.N.average","Ontology","Metabolite.name","Formula","HMDB","KEGG","HMDB_accession","CHEBI_ID","PubChem_ID","BiGG_ID","INCHIKEY","SMILES","Serum","Urine","SUB_CLASS","CATEGORY","MAIN_CLASS"
"((2,6-bis(1-methylethyl)phenoxy)sulfonyl)carbamic acid 2,6-bis(1-methylethyl)phenyl ester","16286_pos","((2,6-bis(1-methylethyl)phenoxy)sulfonyl)carbamic acid 2,6-bis(1-methylethyl)phenyl ester",0.4,316650.8,NA,"Unknown","null","((2,6-Bis(1-methylethyl)phenoxy)sulfonyl)carbamic acid 2,6-bis(1-methylethyl)phenyl ester","","HMDB0242226","NA","3025787","NA","null","null",FALSE,TRUE,NA,NA,NA
"((2r,3s,4s,5r,6s)-6-(2-(3-(benzofuran-5-yl)propanoyl)-3-hydroxy-5-methylphenoxy)-3,4,5-trihydroxytetrahydro-2h-pyran-2-yl)methyl methyl carbonate","18292_pos","((2r,3s,4s,5r,6s)-6-(2-(3-(benzofuran-5-yl)propanoyl)-3-hydroxy-5-methylphenoxy)-3,4,5-trihydroxytetrahydro-2h-pyran-2-yl)methyl methyl carbonate",0.16,96035.57,NA,"Unknown","null","((2R,3S,4S,5R,6S)-6-(2-(3-(Benzofuran-5-yl)propanoyl)-3-hydroxy-5-methylphenoxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl)methyl methyl carbonate","","HMDB0242227","NA","22390119","NA","null","null",FALSE,TRUE,NA,NA,NA
"(+)-(r)-2-(2,4-difluorophenyl)-1-(3-((e)-4-(2,2,3,3-tetrafluoropropoxy)styryl)-1,2,4-triazol-1-yl)-3-(1,2,4-triazol-1-yl)propan-2-ol","18643_neg","(+)-(r)-2-(2,4-difluorophenyl)-1-(3-((e)-4-(2,2,3,3-tetrafluoropropoxy)styryl)-1,2,4-triazol-1-yl)-3-(1,2,4-triazol-1-yl)propan-2-ol",0.09,757558.6,NA,"Unknown","null","(+)-(R)-2-(2,4-Difluorophenyl)-1-(3-((E)-4-(2,2,3,3-tetrafluoropropoxy)styryl)-1,2,4-triazol-1-yl)-3-(1,2,4-triazol-1-yl)propan-2-ol","","HMDB0242238","NA","53423084","NA","null","null",FALSE,TRUE,NA,NA,NA
"(+)-1-(9-fluorenyl)ethyl chloroformate","7100_neg","(+)-1-(9-fluorenyl)ethyl chloroformate",0.38,72.92,NA,"Unknown","null","(+)-1-(9-Fluorenyl)ethyl chloroformate","","HMDB0242239","NA","115102","NA","null","null",TRUE,TRUE,NA,NA,NA
"(+)-2-amino-7-phosphonoheptanoic acid","5016_pos","(+)-2-amino-7-phosphonoheptanoic acid",0.13,7.32,NA,"DEOXYCYTIDINE","null","(+)-2-Amino-7-phosphonoheptanoic acid;""2,2'-Anhydrocytidine""","","HMDB0242241;HMDB0243629","NA;NA","3122;279063","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(+)-diacetyl-l-tartaric anhydride","4555_pos","(+)-diacetyl-l-tartaric anhydride",0.47,2450.17,NA,"Unknown","null","(+)-Diacetyl-L-tartaric anhydride;Diacetyl-L-tartaric Anhydride","","HMDB0242250;HMDB0251121","NA;NA","95411;13725948","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(+)-epibatidine","4027_neg","(+)-epibatidine",0.16,18.85,NA,"Unknown","null","(+)-Epibatidine","","HMDB0242251","NA","1204","NA","null","null",FALSE,TRUE,NA,NA,NA
"(+)-praeruptorin a","12942_pos","(+)-praeruptorin a",0.22,521168.3,NA,"S-Adenosyl-L-homocysteine","null","(+)-Praeruptorin A;Wushanicaritin","","HMDB0242259;HMDB0257872","NA;NA","73189387;NA","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(+/-)-(e)-methyl-2-[(e)-hydroxyimino]-5-nitro-6-methoxy-3-hexeneamide","5331_pos","(+/-)-(e)-methyl-2-[(e)-hydroxyimino]-5-nitro-6-methoxy-3-hexeneamide",0.22,44.52,NA,"Unknown","null","(+/-)-(E)-Methyl-2-[(E)-hydroxyimino]-5-nitro-6-methoxy-3-hexeneamide","","HMDB0242268","NA","6809955","NA","null","null",FALSE,TRUE,NA,NA,NA
"(+/-)-dicentrine","10818_pos","(+/-)-dicentrine",0.02,9.62,NA,"Unknown","null","(+/-)-Dicentrine;(R)-Canadine;16,17-Dimethoxy-6,8-dioxa-1-azapentacyclo[11.8.0.03,11.05,9.014,19]henicosa-3,5(9),10,14,16,18-hexaene","","HMDB0242273;HMDB0243674;HMDB0256908","NA;22998;NA","630859;NA;15629571","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(-)-3-(4-(2-(phenoxazin-10-yl)ethoxy)phenyl)-2-ethoxypropanoic acid","14522_pos","(-)-3-(4-(2-(phenoxazin-10-yl)ethoxy)phenyl)-2-ethoxypropanoic acid",0.24,7.07,NA,"Unknown","null","(-)-3-(4-(2-(Phenoxazin-10-yl)ethoxy)phenyl)-2-ethoxypropanoic acid","","HMDB0242198","NA","4630913","NA","null","null",FALSE,TRUE,NA,NA,NA
"(-)-Deoxypodophyllotoxin","13032_neg","(-)-Deoxypodophyllotoxin",0.16,5.61,NA,"Unknown","null","(-)-Deoxypodophyllotoxin;1,2-Bis(diphenylphosphino)ethane;(2S)-2-[[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylamino]-4-methylsulfanylbutanoic acid","","HMDB0242210;HMDB0244059;HMDB0257770","NA;30669;NA","2203;74267;NA","NA;NA;NA","null","null",FALSE,TRUE,"Lignan lactones","Lignan lactones",NA
"(-)-Epicatechin 3-o-gallate","15456_pos","(-)-Epicatechin 3-o-gallate",0.13,98717.34,NA,"Unknown","null","(-)-Epicatechin 3-O-gallate","","HMDB0037944","70255","107905","NA","null","null",FALSE,TRUE,NA,NA,NA
"(-)-Epicatechin sulfate","12231_pos","(-)-Epicatechin sulfate",0.04,293068.1,NA,"Unknown","null","(-)-Epicatechin sulfate;Thioflosulide","","HMDB0012467;HMDB0259011","NA;NA","124202087;NA","NA;NA","null","null",FALSE,TRUE,"3-sulfated flavonoids","Flavonoids","Sulfated flavonoids"
"(-)-Epicatechin-3'-o-glucuronide","15433_neg","(-)-Epicatechin-3'-o-glucuronide",0.09,8.53,NA,"Unknown","null","""(-)-epicatechin-3'-O-glucuronide""","","HMDB0029164","NA","131750793","NA","null","null",FALSE,TRUE,NA,NA,NA
"(-)-Epigallocatechin","9166_pos","(-)-Epigallocatechin",0.44,1546423,NA,"Unknown","null","(-)-Epigallocatechin;(+)-Gallocatechin","C12136;C12127","HMDB0038361;HMDB0038365","42255;31018","72277;65084","NA;NA","null","null",TRUE,TRUE,"Epigallocatechins","Flavonoids","Flavans"
"(-)-Menthyl chloroformate","4680_pos","(-)-Menthyl chloroformate",0.4,22.45,NA,"Unknown","null","(-)-Menthyl chloroformate","","HMDB0242216","NA","151928","NA","null","null",FALSE,TRUE,"Menthane monoterpenoids","Prenol lipids","Monoterpenoids"
"(-)-Parthenolide","5994_neg","(-)-Parthenolide",0.09,19.78,NA,"Unknown","null","(-)-Parthenolide;2,5,9-Trimethyl-11-oxotricyclo[6.3.0.01,5]undec-3-ene-3-carboxylic acid;Isoamyl 4-methoxycinnamate;Arteannuin B;Atractylenolide III;Micheliolide;Parthenium;Perezone;Taurin","","HMDB0242219;HMDB0244375;HMDB0248302;HMDB0248616;HMDB0248708;HMDB0254704;HMDB0256134;HMDB0256311;HMDB0258736","95124;NA;NA;NA;NA;NA;NA;NA;NA","4692;5321540;92386;536300;196319;322515;540288;339385;NA","NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,"Germacranolides and derivatives","Prenol lipids","Terpene lactones"
"(1-(5-fluoropentyl)-1h-indol-3-yl)(4-methylnaphthalen-1-yl)methanone","12472_pos","(1-(5-fluoropentyl)-1h-indol-3-yl)(4-methylnaphthalen-1-yl)methanone",0.38,29.19,NA,"Unknown","null","(1-(5-Fluoropentyl)-1H-indol-3-yl)(4-methylnaphthalen-1-yl)methanone","","HMDB0242280","NA","66570720","NA","null","null",FALSE,TRUE,NA,NA,NA
"(17-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl) n,n-bis(2-chloroethyl)carbamate","15350_pos","(17-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl) n,n-bis(2-chloroethyl)carbamate",0.09,11.5,NA,"Unknown","null","(17-Hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl) N,N-bis(2-chloroethyl)carbamate","","HMDB0242296","NA","18140","NA","null","null",FALSE,TRUE,NA,NA,NA
"(1e)-1-{[(diaminomethylidene)amino]imino}-2,3-dihydro-1h-indene-4-carboximidamide","5308_pos","(1e)-1-{[(diaminomethylidene)amino]imino}-2,3-dihydro-1h-indene-4-carboximidamide",0.53,883.49,NA,"Unknown","null","(1E)-1-{[(Diaminomethylidene)amino]imino}-2,3-dihydro-1H-indene-4-carboximidamide","","HMDB0242312","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"(1e,4e)-1,5-bis(4-hydroxy-3-methoxyphenyl)penta-1,4-dien-3-one","10171_pos","(1e,4e)-1,5-bis(4-hydroxy-3-methoxyphenyl)penta-1,4-dien-3-one",0.4,11.63,NA,"Unknown","null","(1E,4E)-1,5-Bis(4-hydroxy-3-methoxyphenyl)penta-1,4-dien-3-one;Aspirin eugenol ester;Ethyl 8-azido-5-methyl-6-oxo-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylate","","HMDB0242309;HMDB0248669;HMDB0257255","NA;NA;NA","468133;25157143;NA","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(1r)-1-amino-2-sulfanylethanesulfinic acid","1344_pos","(1r)-1-amino-2-sulfanylethanesulfinic acid",0.42,1499713,NA,"Unknown","null","(1R)-1-Amino-2-sulfanylethanesulfinic acid","","HMDB0242353","NA","17841242","NA","null","null",FALSE,TRUE,NA,NA,NA
"(1r,2s,5r,6s)-6-(3,4-dihydroxyphenyl)-2-(3,4-methylenedioxyphenyl)-3,7-dioxabicyclo-[3,3,0]octane","10401_neg","(1r,2s,5r,6s)-6-(3,4-dihydroxyphenyl)-2-(3,4-methylenedioxyphenyl)-3,7-dioxabicyclo-[3,3,0]octane",0.18,13.84,NA,"Unknown","null","(1R,2S,5R,6S)-6-(3,4-Dihydroxyphenyl)-2-(3,4-methylenedioxyphenyl)-3,7-dioxabicyclo-[3,3,0]octane;3,5,6,7-Tetramethoxyflavone;(9R)-4,5,6,7-Tetrahydroxy-1,8,8,9-tetramethyl-9H-phenaleno[1,2-b]furan-3-one","","HMDB0059746;HMDB0246073;HMDB0258413","NA;NA;NA","101423087;471721;629966","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(1r,3r)-1-aminocyclopentane-1,3-dicarboxylic acid","2417_neg","(1r,3r)-1-aminocyclopentane-1,3-dicarboxylic acid",0.42,103.87,NA,"Unknown","null","(1r,3r)-1-Aminocyclopentane-1,3-dicarboxylic acid;L-Proline, 1-acetyl-4-hydroxy-, cis-","","HMDB0242328;HMDB0253913","NA;NA","1310;538341","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(1r,4ar,5s,7r)-7-methyl-1-[(2r,3s,4r,5r,6s)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,5,6,7a-tetrahydrocyclopenta[c]pyran-4a,5,7-triol","11392_neg","(1r,4ar,5s,7r)-7-methyl-1-[(2r,3s,4r,5r,6s)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,5,6,7a-tetrahydrocyclopenta[c]pyran-4a,5,7-triol",0.36,16.82,NA,"Unknown","null","(1R,4Ar,5S,7R)-7-methyl-1-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,5,6,7a-tetrahydrocyclopenta[c]pyran-4a,5,7-triol;Clofoctol;Pyridaben","C18614","HMDB0242331;HMDB0250345;HMDB0256960","NA;NA;38626","4678529;NA;NA","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(1r,4e,6s,7s,17r)-4-ethylidene-7-hydroxy-7-(hydroxymethyl)-6-methyl-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione","10809_neg","(1r,4e,6s,7s,17r)-4-ethylidene-7-hydroxy-7-(hydroxymethyl)-6-methyl-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione",0.27,52.13,NA,"Unknown","null","(1R,4E,6S,7S,17R)-4-Ethylidene-7-hydroxy-7-(hydroxymethyl)-6-methyl-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione;Senecionine N-oxide","","HMDB0242334;HMDB0258230","NA;NA","267891;4416755","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(1r,4r,5s)-1-[(1s)-1-hydroxy-2-methylpropyl]-4-propyl-6-oxa-2-azabicyclo[3.2.0]heptane-3,7-dione","5654_neg","(1r,4r,5s)-1-[(1s)-1-hydroxy-2-methylpropyl]-4-propyl-6-oxa-2-azabicyclo[3.2.0]heptane-3,7-dione",0.42,634.18,NA,"Unknown","null","(1R,4R,5S)-1-[(1S)-1-Hydroxy-2-methylpropyl]-4-propyl-6-oxa-2-azabicyclo[3.2.0]heptane-3,7-dione","","HMDB0242338","NA","20728552","NA","null","null",FALSE,TRUE,NA,NA,NA
"(1r,4r,5s,6r)-4-amino-2-oxabicyclo[3.1.0]hexane-4,6-dicarboxylic acid","2999_neg","(1r,4r,5s,6r)-4-amino-2-oxabicyclo[3.1.0]hexane-4,6-dicarboxylic acid",0.49,131.92,NA,"Unknown","null","(1R,4R,5S,6R)-4-Amino-2-oxabicyclo[3.1.0]hexane-4,6-dicarboxylic acid","","HMDB0242337","NA","10130273","NA","null","null",TRUE,TRUE,NA,NA,NA
"(1r,7s,13s,15s)-2,15-dihydroxy-7-methyl-6-oxabicyclo[11.3.0]hexadeca-3,11-dien-5-one","7863_pos","(1r,7s,13s,15s)-2,15-dihydroxy-7-methyl-6-oxabicyclo[11.3.0]hexadeca-3,11-dien-5-one",0.4,210385.1,"Macrolides and analogues","no MS2: Brefeldin-A; LC-ESI-QTOF; MS2; [M+H]+; CE","C16H24O4","(1R,7S,13S,15S)-2,15-Dihydroxy-7-methyl-6-oxabicyclo[11.3.0]hexadeca-3,11-dien-5-one","","HMDB0242339","91555","2430","NA","KQNZDYYTLMIZCT-KQPMLPITSA-N","C[C@H]1CCC\C=C\[C@@H]2C[C@H](O)C[C@H]2[C@H](O)\C=C\C(=O)O1",FALSE,TRUE,NA,NA,NA
"(1s,2r)-n-methyl-1-oxo-2-pyridin-3-ylthiane-2-carbothioamide","7237_pos","(1s,2r)-n-methyl-1-oxo-2-pyridin-3-ylthiane-2-carbothioamide",0.27,4.85,NA,"Unknown","null","(1S,2R)-N-Methyl-1-oxo-2-pyridin-3-ylthiane-2-carbothioamide;5,5-Diphenyl-2-thiohydantoin","","HMDB0242446;HMDB0246851","NA;NA","9838279;30476","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(1s,3r)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylic acid","4004_neg","(1s,3r)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylic acid",0.33,10.48,NA,"Unknown","null","(1S,3R)-3-(2,2-Dichlorovinyl)-2,2-dimethylcyclopropanecarboxylic acid;[3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropyl] formate","","HMDB0242452;HMDB0257853","39308;NA","NA;56984460","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(1s,4ar,5r,8s,8as)-2,5-dimethyl-8-propan-2-yl-4,4a,6,7,8,8a-hexahydro-1h-naphthalene-1,5-diol","5513_neg","(1s,4ar,5r,8s,8as)-2,5-dimethyl-8-propan-2-yl-4,4a,6,7,8,8a-hexahydro-1h-naphthalene-1,5-diol",0.84,1023034,NA,"Unknown","null","(1S,4Ar,5R,8S,8aS)-2,5-dimethyl-8-propan-2-yl-4,4a,6,7,8,8a-hexahydro-1H-naphthalene-1,5-diol;Methyl 9-tetradecynoate","","HMDB0250424;HMDB0254572","NA;NA","NA;557205","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(1z)-1-(3-ethyl-5-methoxy-1,3-benzothiazol-2-ylidene)propan-2-one","6020_neg","(1z)-1-(3-ethyl-5-methoxy-1,3-benzothiazol-2-ylidene)propan-2-one",0.22,14.29,NA,"Unknown","null","(1Z)-1-(3-Ethyl-5-methoxy-1,3-benzothiazol-2-ylidene)propan-2-one;(E)-3-(4-Tert-butylphenylsulfonyl)acrylonitrile;TVP-1022","","HMDB0242454;HMDB0248890;HMDB0259329","NA;107653;NA","647991;2302;NA","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2,5-dihydroxypyrrol-1-yl) 5-[(3as,4s,6ar)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoate","10930_pos","(2,5-dihydroxypyrrol-1-yl) 5-[(3as,4s,6ar)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoate",0.04,154444.1,NA,"Unknown","null","(2,5-Dihydroxypyrrol-1-yl) 5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoate;(2,5-Dioxopyrrolidin-1-yl) 5-(2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl)pentanoate","","HMDB0242491;HMDB0242494","NA;NA","54153932;434213","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(2,5-dioxopyrrolidin-1-yl) 5-(2-hydroxyethoxy)-4-oxopentanoate","7476_pos","(2,5-dioxopyrrolidin-1-yl) 5-(2-hydroxyethoxy)-4-oxopentanoate",0.47,18.49,NA,"Unknown","null","(2,5-Dioxopyrrolidin-1-yl) 5-(2-hydroxyethoxy)-4-oxopentanoate","","HMDB0242493","NA","127583","NA","null","null",TRUE,TRUE,NA,NA,NA
"(2,6-dioxo-3h-purin-9-yl) pyridine-3-carboxylate","7143_neg","(2,6-dioxo-3h-purin-9-yl) pyridine-3-carboxylate",0.51,71.19,NA,"Unknown","null","(2,6-Dioxo-3H-purin-9-yl) pyridine-3-carboxylate;6-Imidazol-1-yl-7-nitro-1,4-dihydroquinoxaline-2,3-dione","","HMDB0242495;HMDB0259953","NA;NA","57002623;5486548","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(2-((5-chloro-2-((4-(4-(dimethylamino)piperidin-1-yl)-2-methoxyphenyl)amino)pyrimidin-4-yl)amino)phenyl)dimethylphosphine oxide","18716_pos","(2-((5-chloro-2-((4-(4-(dimethylamino)piperidin-1-yl)-2-methoxyphenyl)amino)pyrimidin-4-yl)amino)phenyl)dimethylphosphine oxide",0.2,271043.3,NA,"Unknown","null","(2-((5-Chloro-2-((4-(4-(dimethylamino)piperidin-1-yl)-2-methoxyphenyl)amino)pyrimidin-4-yl)amino)phenyl)dimethylphosphine oxide","","HMDB0242456","NA","57390074","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2-carbamoyl-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl) hydrogen sulfate","7072_pos","(2-carbamoyl-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl) hydrogen sulfate",0.13,18.64,NA,"Unknown","null","(2-Carbamoyl-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl) hydrogen sulfate","","HMDB0242465","NA","9838180","NA","null","null",TRUE,TRUE,NA,NA,NA
"(2-ethylcrotonoyl)urea","1931_pos","(2-ethylcrotonoyl)urea",0.84,55.44,NA,"Unknown","null","(2-Ethylcrotonoyl)urea","","HMDB0242468","NA","7214","NA","null","null",TRUE,TRUE,NA,NA,NA
"(2-phenylacetyl) (2r)-2,5-diaminopentanoate","6325_pos","(2-phenylacetyl) (2r)-2,5-diaminopentanoate",0.22,18.14,NA,"Unknown","null","(2-Phenylacetyl) (2R)-2,5-diaminopentanoate;Lacosamide","","HMDB0242478;HMDB0253940","NA;NA","76551561;21634109","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2-pyridin-3-ylpyrrolidin-1-yl)methanol","2863_pos","(2-pyridin-3-ylpyrrolidin-1-yl)methanol",0.24,39.54,"N-phenylureas","no MS2: Isoproturon-didemethyl; LC-ESI-ITFT; MS2; CE","C10H14N2O","(2-Pyridin-3-ylpyrrolidin-1-yl)methanol;1,2,2-Trimethylpropyl dimethylphosphinate;Nicotine-N-oxide;Nikethamide","","HMDB0242480;HMDB0244104;HMDB0255588;HMDB0255604","NA;NA;NA;NA","18679079;119152;17785;5497","NA;NA;NA;NA","ABBKOIZWGCVCKE-UHFFFAOYSA-N","CC(C)C1=CC=C(NC(O)=N)C=C1",FALSE,TRUE,NA,NA,NA
"(2-quinoxalinylmethylene)hydrazinecarboxylic acid methyl ester","5138_neg","(2-quinoxalinylmethylene)hydrazinecarboxylic acid methyl ester",0.31,5.38,NA,"Unknown","null","(2-Quinoxalinylmethylene)hydrazinecarboxylic acid methyl ester;Galactitol, 1,2:5,6-dianhydro-, diacetate","","HMDB0242481;HMDB0246021","NA;NA","150654;99960","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2e)-2-heptenal","411_neg","(2e)-2-heptenal",0.42,310.36,NA,"Unknown","null","(2E)-2-Heptenal","","HMDB0033827","143912","5283316","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2e)-3-[3-(sulfooxy)phenyl]prop-2-enoic acid","5784_neg","(2e)-3-[3-(sulfooxy)phenyl]prop-2-enoic acid",0.16,160.12,NA,"Unknown","null","(2E)-3-[3-(sulfooxy)phenyl]prop-2-enoic acid;p-Coumaric acid sulfate;O-Coumaric acid sulfate;cis-p-Coumaric acid sulfate","","HMDB0124975;HMDB0125166;HMDB0240549;HMDB0240710","NA;NA;NA;NA","6443141;6070438;59950526;NA","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(2r)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydrochromen-4-one","8647_neg","(2r)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydrochromen-4-one",0.16,14.39,NA,"Unknown","null","(2R)-2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydrochromen-4-one;2-(3,4-Dihydroxy-phenyl)-3,5,7-trihydroxy-chroman-4-one","","HMDB0242509;HMDB0243555","38747;NA","NA;53708475","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r)-2-amino-3-methyl-3-(2-nitrosoacetyl)sulfanylbutanoic acid","4762_pos","(2r)-2-amino-3-methyl-3-(2-nitrosoacetyl)sulfanylbutanoic acid",0.42,48.42,NA,"Unknown","null","(2R)-2-Amino-3-methyl-3-(2-nitrosoacetyl)sulfanylbutanoic acid;s-Nitroso-n-acetyl-d-penicillamine","","HMDB0242714;HMDB0250051","NA;NA","22242589;NA","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(2r)-2-{(1r)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid","9638_neg","(2r)-2-{(1r)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid",0.2,287.47,NA,"Unknown","null","(2R)-2-{(1R)-2-Oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2H-1,3-thiazine-4-carboxylic acid;Gliotoxin","","HMDB0242604;HMDB0252746","NA;NA","NA;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r)-3-sulfanylpropane-1,2-diol","375_pos","(2r)-3-sulfanylpropane-1,2-diol",0.87,136.93,NA,"Unknown","null","(2R)-3-Sulfanylpropane-1,2-diol","","HMDB0242566","74537","7291","NA","null","null",TRUE,TRUE,NA,NA,NA
"(2r*,3r*)-1,2,3-butanetriol","294_neg","(2r*,3r*)-1,2,3-butanetriol",0.4,35.54,NA,"Unknown","null","(2R*,3R*)-1,2,3-Butanetriol;Trihydroxybutane;DI(Hydroxyethyl)ether","C14689","HMDB0034778;HMDB0061944;HMDB0251245","131388;NA;46807","20497;18970792;8117","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r,3r)-3-[[(2s)-1-[4-(diaminomethylideneamino)butylamino]-4-methyl-1-oxopentan-2-yl]carbamoyl]oxirane-2-carboxylic acid","11716_pos","(2r,3r)-3-[[(2s)-1-[4-(diaminomethylideneamino)butylamino]-4-methyl-1-oxopentan-2-yl]carbamoyl]oxirane-2-carboxylic acid",0.27,11.13,NA,"Unknown","null","(2R,3R)-3-[[(2S)-1-[4-(Diaminomethylideneamino)butylamino]-4-methyl-1-oxopentan-2-yl]carbamoyl]oxirane-2-carboxylic acid","","HMDB0251665","NA","4641099","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r,3r,4r)-hexane-1,2,3,4,6-pentol","2349_pos","(2r,3r,4r)-hexane-1,2,3,4,6-pentol",0.6,108.11,NA,"Unknown","null","(2R,3R,4R)-Hexane-1,2,3,4,6-pentol","","HMDB0242546","NA","14048461","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r,3r,4r,5s)-2-(hydroxymethyl)-1-nonylpiperidine-3,4,5-triol","8326_pos","(2r,3r,4r,5s)-2-(hydroxymethyl)-1-nonylpiperidine-3,4,5-triol",0.09,569133.6,NA,"Unknown","null","(2R,3R,4R,5S)-2-(Hydroxymethyl)-1-nonylpiperidine-3,4,5-triol","","HMDB0242572","NA","3272526","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r,3r,4s,5s,6r)-2-(3-(4-cyclopropylbenzyl)-4-fluoro-1h-indol-1-yl)-6-(hydroxymethyl)tetrahydro-2h-pyran-3,4,5-triol","14875_pos","(2r,3r,4s,5s,6r)-2-(3-(4-cyclopropylbenzyl)-4-fluoro-1h-indol-1-yl)-6-(hydroxymethyl)tetrahydro-2h-pyran-3,4,5-triol",0.42,439.18,NA,"Unknown","null","(2R,3R,4S,5S,6R)-2-(3-(4-Cyclopropylbenzyl)-4-fluoro-1H-indol-1-yl)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol","","HMDB0259648","NA","77985993","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r,3r,5s,6r)-2,6-bis(hydroxymethyl)piperidine-3,4,5-triol","3480_pos","(2r,3r,5s,6r)-2,6-bis(hydroxymethyl)piperidine-3,4,5-triol",0.31,15.96,NA,"Unknown","null","(2r,3r,5s,6r)-2,6-Bis(hydroxymethyl)piperidine-3,4,5-triol;N-Methylglucosamine","","HMDB0242543;HMDB0255188","NA;NA","469849;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
