"","MetabID","shortname","Fill..","S.N.average","Ontology","Metabolite.name","Formula","HMDB","KEGG","HMDB_accession","CHEBI_ID","PubChem_ID","BiGG_ID","INCHIKEY","SMILES","Serum","Urine","SUB_CLASS","CATEGORY","MAIN_CLASS"
"(2r,3r,6s)-4-methoxy-16,18-dioxa-10-azapentacyclo[11.7.0.02,6.06,10.015,19]icosa-1(20),4,13,15(19)-tetraen-3-ol","9624_pos","(2r,3r,6s)-4-methoxy-16,18-dioxa-10-azapentacyclo[11.7.0.02,6.06,10.015,19]icosa-1(20),4,13,15(19)-tetraen-3-ol",0.13,9.09,"Phenanthrenes and derivatives","no MS2: Oxycodone; LC-ESI-QQ; MS2; CE","C18H21NO4","(2R,3R,6S)-4-Methoxy-16,18-dioxa-10-azapentacyclo[11.7.0.02,6.06,10.015,19]icosa-1(20),4,13,15(19)-tetraen-3-ol","","HMDB0242691","NA","278679","NA","BRUQQQPBMZOVGD-UHFFFAOYNA-N","COC1=C2OC3C(=O)CCC4(O)C5CC(C=C1)=C2C34CCN5C",FALSE,TRUE,NA,NA,NA
"(2r,3s,4r,5r)-2,3,4,5,6-pentahydroxyhexanoyl fluoride","3532_neg","(2r,3s,4r,5r)-2,3,4,5,6-pentahydroxyhexanoyl fluoride",0.16,5.45,"N-phenylureas","no MS2: Monuron; LC-ESI-ITFT; MS2; CE","C9H11ClN2O","(2R,3S,4R,5R)-2,3,4,5,6-Pentahydroxyhexanoyl Fluoride;5-[(Azetidin-2-yl)methoxy]-2-chloropyridine;Monuron;(2R,4R,5R)-1-Fluoro-1,2,4,5,6-pentahydroxyhexan-3-one","C19087","HMDB0242668;HMDB0246740;HMDB0254876;HMDB0255313","NA;NA;38214;NA","21881183;21851774;8800;76136801","NA;NA;NA;NA","BMLIZLVNXIYGCK-UHFFFAOYSA-N","CN(C)C(=O)NC1=CC=C(Cl)C=C1",FALSE,TRUE,NA,NA,NA
"(2r,3s,4r,5r)-2-fluoro-3,4,5,6-tetrahydroxyhexanal","2917_pos","(2r,3s,4r,5r)-2-fluoro-3,4,5,6-tetrahydroxyhexanal",0.87,347.26,NA,"3-(4-HYDROXYPHENYL)LACTATE","null","(2R,3S,4R,5R)-2-Fluoro-3,4,5,6-tetrahydroxyhexanal;2-Deoxy-2-fluoro-alpha-D-galactopyranose;3-Deoxy-3-fluoro-D-glucose;Imidazobenzodiazepine;(3R,4S,5R)-3,4,5,6-Tetrahydroxyhexanoyl fluoride","","HMDB0242548;HMDB0245096;HMDB0245854;HMDB0253416;HMDB0258135","NA;49140;NA;NA;NA","13715114;315411;4386393;66618719;NA","NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(2r,3s,4r,5r,6s)-2-[[(1r,2r,4r,5r,6s,10r)-5-hydroxy-2-(hydroxymethyl)-3,9-dioxatricyclo[4.4.0.02,4]dec-7-en-10-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol","11292_neg","(2r,3s,4r,5r,6s)-2-[[(1r,2r,4r,5r,6s,10r)-5-hydroxy-2-(hydroxymethyl)-3,9-dioxatricyclo[4.4.0.02,4]dec-7-en-10-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",0.33,7.43,NA,"Unknown","null","(2R,3S,4R,5R,6S)-2-[[(1R,2R,4R,5R,6S,10R)-5-Hydroxy-2-(hydroxymethyl)-3,9-dioxatricyclo[4.4.0.02,4]dec-7-en-10-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol","","HMDB0242754","NA","3917786","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r,3s,4r,5r,8r,9s,10r,11r)-5-amino-1,2,3,4,8,9,10,11-octahydroxydodecane-6,7-dione","10936_pos","(2r,3s,4r,5r,8r,9s,10r,11r)-5-amino-1,2,3,4,8,9,10,11-octahydroxydodecane-6,7-dione",0.22,51665.32,NA,"Unknown","null","(2R,3S,4R,5R,8R,9S,10R,11R)-5-Amino-1,2,3,4,8,9,10,11-octahydroxydodecane-6,7-dione","","HMDB0242759","NA","76059871","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r,3s,5r)-2-[6-[[(1s,2s)-2-hydroxycyclopentyl]amino]-9-purinyl]-5-(hydroxymethyl)oxolane-3,4-diol","11426_pos","(2r,3s,5r)-2-[6-[[(1s,2s)-2-hydroxycyclopentyl]amino]-9-purinyl]-5-(hydroxymethyl)oxolane-3,4-diol",0.42,12.18,"Purine nucleosides","no MS2: Cis-Zeatin-riboside-[d5]; LC-ESI-ITFT; MS2; CE 15.0 eV; [M+H]+","C15H21N5O5","(2R,3S,5R)-2-[6-[[(1S,2S)-2-Hydroxycyclopentyl]amino]-9-purinyl]-5-(hydroxymethyl)oxolane-3,4-diol","","HMDB0242715","NA","4545575","NA","GOSWTRUMMSCNCW-BAJUWZQUSA-N","C\C(CO)=C\CNC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1",FALSE,TRUE,NA,NA,NA
"(2r,3z)-phycocyanobilin","20263_pos","(2r,3z)-phycocyanobilin",0.13,1068888,NA,"Bilirubin","null","(2R,3Z)-Phycocyanobilin;7-Ethyl-10-[4-(1-piperidino)-1-piperidino]carbonyloxycamptothecin","","HMDB0242598;HMDB0247250","NA;NA","365902;24878416","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r,4r,5r)-2,4,5,6-tetrahydroxy-1-sulfanylhexan-3-one","3434_neg","(2r,4r,5r)-2,4,5,6-tetrahydroxy-1-sulfanylhexan-3-one",0.42,241.31,NA,"Unknown","null","(2R,4R,5R)-2,4,5,6-Tetrahydroxy-1-sulfanylhexan-3-one;(2r,3r,4s,5r,6s)-2-(Hydroxymethyl)-6-Sulfanyl-Oxane-3,4,5-Triol;5-Thio-D-Glucose;(2R,4R,5S)-1,4,5,6-Tetrahydroxy-2-sulfanylhexan-3-one;Thioglucose","","HMDB0242758;HMDB0243582;HMDB0246843;HMDB0255314;HMDB0259013","NA;NA;NA;NA;NA","53679480;175998;1841;NA;15742866","NA;NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r,4r,5s,6s)-2,4-dihydroxy-5-[(2-hydroxyacetyl)amino]-6-[(1s,2s)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid","9608_neg","(2r,4r,5s,6s)-2,4-dihydroxy-5-[(2-hydroxyacetyl)amino]-6-[(1s,2s)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid",0.87,21637.69,NA,"Unknown","null","(2R,4R,5S,6S)-2,4-Dihydroxy-5-[(2-hydroxyacetyl)amino]-6-[(1S,2S)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid","","HMDB0242723","NA","4603312","NA","null","null",TRUE,TRUE,NA,NA,NA
"(2r,4s)-1-(tert-butoxycarbonyl)-4-phenylpyrrolidine-2-carboxylic acid","8406_pos","(2r,4s)-1-(tert-butoxycarbonyl)-4-phenylpyrrolidine-2-carboxylic acid",0.27,14.14,NA,"Unknown","null","(2R,4S)-1-(Tert-butoxycarbonyl)-4-phenylpyrrolidine-2-carboxylic acid;Befunolol","","HMDB0242741;HMDB0248930","NA;NA","4712506;2309","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r,4s)-1-tert-butyl 2-methyl 4-aminopyrrolidine-1,2-dicarboxylate","6024_pos","(2r,4s)-1-tert-butyl 2-methyl 4-aminopyrrolidine-1,2-dicarboxylate",0.6,2478.85,NA,"Unknown","null","(2R,4S)-1-Tert-Butyl 2-methyl 4-aminopyrrolidine-1,2-dicarboxylate","","HMDB0242584","NA","4913064","NA","null","null",TRUE,TRUE,NA,NA,NA
"(2r,4s)-pyrrolidine-2,4-dicarboxylic acid","1880_neg","(2r,4s)-pyrrolidine-2,4-dicarboxylic acid",0.4,35.97,NA,"Unknown","null","(2R,4S)-Pyrrolidine-2,4-dicarboxylic acid;1,N6-Ethenoadenine","","HMDB0242583;HMDB0244259","NA;29146","3868;104994","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2r,5r)-hept-6-yne-2,5-diamine","865_pos","(2r,5r)-hept-6-yne-2,5-diamine",0.44,127.74,NA,"Unknown","null","(2R,5R)-Hept-6-yne-2,5-diamine","","HMDB0242520","NA","122175","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s)-1-[(2s)-3-(4h-imidazol-4-yl)-2-[[(2s)-5-oxopyrrolidine-2-carbonyl]amino]propanoyl]pyrrolidine-2-carboxylic acid","12014_pos","(2s)-1-[(2s)-3-(4h-imidazol-4-yl)-2-[[(2s)-5-oxopyrrolidine-2-carbonyl]amino]propanoyl]pyrrolidine-2-carboxylic acid",0.42,361107.3,NA,"Unknown","null","(2S)-1-[(2S)-3-(4H-Imidazol-4-yl)-2-[[(2S)-5-oxopyrrolidine-2-carbonyl]amino]propanoyl]pyrrolidine-2-carboxylic acid;N-((Tetrahydro-5-oxo-2-furanyl)carbonyl)-L-histidyl-L-prolinamide;Pglu-his-pro","","HMDB0250908;HMDB0252610;HMDB0256375","NA;NA;NA","20564081;10007863;4968","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(2s)-2-((3-((4-(4-fluorophenoxy)phenyl)methylcarbamoyl)-4-methoxy-phenyl)methyl)butanoic acid","15394_neg","(2s)-2-((3-((4-(4-fluorophenoxy)phenyl)methylcarbamoyl)-4-methoxy-phenyl)methyl)butanoic acid",0.24,392618.3,NA,"Unknown","null","(2S)-2-((3-((4-(4-Fluorophenoxy)phenyl)methylcarbamoyl)-4-methoxy-phenyl)methyl)butanoic acid","","HMDB0259671","NA","9955469","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s)-2-[(2-carboxy-2-oxoethyl)amino]pentanedioic acid","5256_neg","(2s)-2-[(2-carboxy-2-oxoethyl)amino]pentanedioic acid",0.07,4.84,NA,"Unknown","null","(2S)-2-[(2-Carboxy-2-oxoethyl)amino]pentanedioic acid","","HMDB0257920","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s)-2-[[(2s)-2-acetamido-5-[[n-(methylcarbamoyl)carbamimidoyl]amino]pentanoyl]-methyl-amino]-3-phenyl-propanoic acid","15168_pos","(2s)-2-[[(2s)-2-acetamido-5-[[n-(methylcarbamoyl)carbamimidoyl]amino]pentanoyl]-methyl-amino]-3-phenyl-propanoic acid",0.29,62.89,NA,"Unknown","null","(2s)-2-[[(2s)-2-Acetamido-5-[[n-(Methylcarbamoyl)carbamimidoyl]amino]pentanoyl]-Methyl-Amino]-3-Phenyl-Propanoic Acid","","HMDB0250026","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s)-2-amino-3-[(2s)-2-amino-5-(diaminomethylideneamino)pentanoyl]oxypropanoic acid","6896_pos","(2s)-2-amino-3-[(2s)-2-amino-5-(diaminomethylideneamino)pentanoyl]oxypropanoic acid",0.29,7.45,NA,"Unknown","null","(2S)-2-Amino-3-[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]oxypropanoic acid","","HMDB0257845","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s)-2-amino-3-[(2s,3r)-2-amino-3-hydroxybutanoyl]oxypropanoic acid","4060_pos","(2s)-2-amino-3-[(2s,3r)-2-amino-3-hydroxybutanoyl]oxypropanoic acid",0.27,6.77,NA,"Unknown","null","(2S)-2-Amino-3-[(2S,3R)-2-amino-3-hydroxybutanoyl]oxypropanoic acid;(2S,3R)-2-Amino-3-[(2S)-2-amino-3-hydroxypropanoyl]oxybutanoic acid","","HMDB0257561;HMDB0257621","NA;NA","NA;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s)-3-[3-[(4-carbamimidoylbenzoyl)amino]propanoylamino]-2-[(4-ethylphenyl)sulfonylamino]propanoic acid","17326_pos","(2s)-3-[3-[(4-carbamimidoylbenzoyl)amino]propanoylamino]-2-[(4-ethylphenyl)sulfonylamino]propanoic acid",0.11,9.07,NA,"Unknown","null","(2S)-3-[3-[(4-Carbamimidoylbenzoyl)amino]propanoylamino]-2-[(4-ethylphenyl)sulfonylamino]propanoic acid","","HMDB0258340","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s)-5-(diaminomethylideneamino)-2-(hydroxyamino)pentanoic acid","3176_neg","(2s)-5-(diaminomethylideneamino)-2-(hydroxyamino)pentanoic acid",0.04,2.5,NA,"Unknown","null","(2S)-5-(Diaminomethylideneamino)-2-(hydroxyamino)pentanoic Acid;(Carbamoylamino) (2R)-2,5-diaminopentanoate","","HMDB0257593;HMDB0257678","NA;NA","21884715;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s,3as,6as)-1-[(2r)-2-carboxy-2-[[(2s)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]acetyl]-3,3a,4,5,6,6a-hexahydro-2h-cyclopenta[b]pyrrole-2-carboxylic acid","15654_pos","(2s,3as,6as)-1-[(2r)-2-carboxy-2-[[(2s)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]acetyl]-3,3a,4,5,6,6a-hexahydro-2h-cyclopenta[b]pyrrole-2-carboxylic acid",0.24,5.36,NA,"Unknown","null","(2S,3As,6aS)-1-[(2R)-2-carboxy-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]acetyl]-3,3a,4,5,6,6a-hexahydro-2H-cyclopenta[b]pyrrole-2-carboxylic acid","","HMDB0257995","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s,3r,4r)-2-amino-3,4-dihydroxy-2-(hydroxymethyl)-14-oxoicos-6-enoic acid","13730_pos","(2s,3r,4r)-2-amino-3,4-dihydroxy-2-(hydroxymethyl)-14-oxoicos-6-enoic acid",0.13,1255633,NA,"Unknown","null","(2S,3R,4R)-2-Amino-3,4-dihydroxy-2-(hydroxymethyl)-14-oxoicos-6-enoic acid","","HMDB0242536","NA","301119","NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s,3r,4s,5r)-3,4,5-trihydroxy-6-oxopiperidine-2-carboxylic acid","3201_neg","(2s,3r,4s,5r)-3,4,5-trihydroxy-6-oxopiperidine-2-carboxylic acid",0.87,39.34,NA,"Unknown","null","(2s,3r,4s,5r)-3,4,5-Trihydroxy-6-oxopiperidine-2-carboxylic acid;6-Formylpterin;Isosorbide 2-nitrate;Nitrilotriacetic acid","C14695","HMDB0242545;HMDB0247066;HMDB0253694;HMDB0255635","NA;70981;NA;44557","451784;NA;2724484;8758","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(2s,3r,4s,5r,6r)-6-ethyloxane-2,3,4,5-tetrol","2647_neg","(2s,3r,4s,5r,6r)-6-ethyloxane-2,3,4,5-tetrol",0.42,686.92,NA,"Unknown","null","(2S,3R,4S,5R,6R)-6-Ethyloxane-2,3,4,5-tetrol;beta-D-galactosyl;Glycerol 3-hydroxybutyrate","","HMDB0242656;HMDB0249118;HMDB0252839","NA;NA;NA","20707644;3816043;57101247","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s,3s,3ar)-2-(2h-1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-3a-(prop-2-en-1-yl)-3,3a-dihydro-1-benzofuran-6(2h)-one","10886_pos","(2s,3s,3ar)-2-(2h-1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-3a-(prop-2-en-1-yl)-3,3a-dihydro-1-benzofuran-6(2h)-one",0.09,9.24,NA,"Unknown","null","(2S,3S,3Ar)-2-(2H-1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-3a-(prop-2-en-1-yl)-3,3a-dihydro-1-benzofuran-6(2H)-one;8-Prenylnaringenin","","HMDB0242672;HMDB0247465","NA;NA","100199;509245","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(2s,3s,4s,5r)-3,4,5-trihydroxy-6-[2-methoxy-5-(3,5,7-trihydroxy-3,4-dihydro-2h-chromen-2-yl)phenoxy]oxane-2-carboxylic acid","16995_pos","(2s,3s,4s,5r)-3,4,5-trihydroxy-6-[2-methoxy-5-(3,5,7-trihydroxy-3,4-dihydro-2h-chromen-2-yl)phenoxy]oxane-2-carboxylic acid",0.04,107472.5,NA,"Unknown","null","(2S,3S,4S,5R)-3,4,5-Trihydroxy-6-[2-methoxy-5-(3,5,7-trihydroxy-3,4-dihydro-2H-chromen-2-yl)phenoxy]oxane-2-carboxylic acid;(2S,3S,4S,5R)-6-[[3,5-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-chromen-7-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid","","HMDB0257648;HMDB0257723","NA;NA","78054226;75032637","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(3r)-3-hydroxy-n-[(3s)-2-oxooxolan-3-yl]butanamide","3012_neg","(3r)-3-hydroxy-n-[(3s)-2-oxooxolan-3-yl]butanamide",0.64,945.6,NA,"Unknown","null","(3R)-3-Hydroxy-N-[(3S)-2-oxooxolan-3-yl]butanamide","","HMDB0243607","NA","130846","NA","null","null",FALSE,TRUE,NA,NA,NA
"(3r,4r,5r)-3-fluoro-5-(hydroxymethyl)oxolane-2,3,4-triol","2338_pos","(3r,4r,5r)-3-fluoro-5-(hydroxymethyl)oxolane-2,3,4-triol",0.4,98.72,NA,"THIOPURINE S-METHYLETHER","null","(3R,4R,5R)-3-Fluoro-5-(hydroxymethyl)oxolane-2,3,4-triol","","HMDB0257780","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"(3r,4s)-2-[6-(cyclohexylamino)purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol","11321_pos","(3r,4s)-2-[6-(cyclohexylamino)purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",0.47,13830.33,NA,"Unknown","null","(3R,4S)-2-[6-(Cyclohexylamino)purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol;Cyclohexyladenosine","","HMDB0243620;HMDB0250660","108287;NA","2692;17891077","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(3r,5r)-3-butyl-3-ethyl-5-phenyl-4,5-dihydro-2h-1$l^{6},4-benzothiazepine 1,1-dioxide","11710_pos","(3r,5r)-3-butyl-3-ethyl-5-phenyl-4,5-dihydro-2h-1$l^{6},4-benzothiazepine 1,1-dioxide",0.09,4.75,NA,"Unknown","null","(3R,5R)-3-Butyl-3-ethyl-5-phenyl-4,5-dihydro-2H-1$l^{6},4-benzothiazepine 1,1-dioxide","","HMDB0249932","NA","54287043","NA","null","null",FALSE,TRUE,NA,NA,NA
"(3r-(3alpha,4alpha(2r*,3r*),5beta,6beta))-5-methoxy-4-(2-methyl-3-(3-methyl-2-butenyl)oxiranyl)-1-oxaspiro(2.5)octan-6-ol carbamate","10124_pos","(3r-(3alpha,4alpha(2r*,3r*),5beta,6beta))-5-methoxy-4-(2-methyl-3-(3-methyl-2-butenyl)oxiranyl)-1-oxaspiro(2.5)octan-6-ol carbamate",0.29,18.97,NA,"Unknown","null","(3R-(3alpha,4alpha(2R*,3R*),5beta,6beta))-5-Methoxy-4-(2-methyl-3-(3-methyl-2-butenyl)oxiranyl)-1-oxaspiro(2.5)octan-6-ol carbamate","","HMDB0260151","NA","14942886","NA","null","null",FALSE,TRUE,NA,NA,NA
"(3s)-3-[[(2s)-2-[[(2s)-2-amino-3-methylbutanoyl]amino]propanoyl]-phenylmethoxycarbonylamino]-6-fluoro-4,5-dioxohexanoic acid","16602_neg","(3s)-3-[[(2s)-2-[[(2s)-2-amino-3-methylbutanoyl]amino]propanoyl]-phenylmethoxycarbonylamino]-6-fluoro-4,5-dioxohexanoic acid",0.04,749599.5,NA,"Unknown","null","(3S)-3-[[(2S)-2-[[(2S)-2-Amino-3-methylbutanoyl]amino]propanoyl]-phenylmethoxycarbonylamino]-6-fluoro-4,5-dioxohexanoic acid;Benzyloxycarbonylvalyl-alanyl-aspartyl Fluoromethyl Ketone","","HMDB0257943;HMDB0258100","NA;NA","NA;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(3s,4r,5r)-1,3,4,5,6-pentahydroxy-1-morpholin-4-ylhexan-2-one","7093_pos","(3s,4r,5r)-1,3,4,5,6-pentahydroxy-1-morpholin-4-ylhexan-2-one",0.44,44.27,NA,"Unknown","null","(3S,4R,5R)-1,3,4,5,6-Pentahydroxy-1-morpholin-4-ylhexan-2-one;3-(6-Aminopurin-9-yl)-5-(hydroxymethyl)cyclopentane-1,2-diol;Lobucavir;Metacavir;""N6-Methyl-2'-deoxyadenosine""","","HMDB0243864;HMDB0244841;HMDB0254142;HMDB0254497;HMDB0255300","NA;NA;NA;NA;NA","78411199;2235;132189;85119850;248869","NA;NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(3s,5r)-7-[3-(4-fluorophenyl)-1-propan-2-yl-2-indolyl]-3,5-dihydroxy-6-heptenoic acid","14167_pos","(3s,5r)-7-[3-(4-fluorophenyl)-1-propan-2-yl-2-indolyl]-3,5-dihydroxy-6-heptenoic acid",0.04,6.64,NA,"Unknown","null","(3S,5R)-7-[3-(4-Fluorophenyl)-1-propan-2-yl-2-indolyl]-3,5-dihydroxy-6-heptenoic acid","","HMDB0250570","95159","3403","NA","null","null",FALSE,TRUE,NA,NA,NA
"(4-aminophenyl)phosphonic acid","2411_neg","(4-aminophenyl)phosphonic acid",0.42,26.62,NA,"Unknown","null","(4-Aminophenyl)phosphonic acid","","HMDB0243614","NA","53590","NA","null","null",TRUE,TRUE,NA,NA,NA
"(4-chlorophenyl) (1r)-6-chloro-1-(4-methoxyphenyl)-1,3,4,9-tetrahydropyrido[3,4-b]indole-2-carboxylate","16031_neg","(4-chlorophenyl) (1r)-6-chloro-1-(4-methoxyphenyl)-1,3,4,9-tetrahydropyrido[3,4-b]indole-2-carboxylate",0.11,21.82,NA,"Unknown","null","(4-Chlorophenyl) (1R)-6-chloro-1-(4-methoxyphenyl)-1,3,4,9-tetrahydropyrido[3,4-b]indole-2-carboxylate","","HMDB0256909","NA","11190538","NA","null","null",FALSE,TRUE,NA,NA,NA
"(4e)-2-(4-chlorophenyl)-4-methoxyimino-3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-ol","9482_neg","(4e)-2-(4-chlorophenyl)-4-methoxyimino-3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-ol",0.13,13.22,NA,"Unknown","null","(4E)-2-(4-Chlorophenyl)-4-methoxyimino-3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-ol;Neobavaisoflavone;Pyranocoumarin","","HMDB0248894;HMDB0255518;HMDB0256942","NA;66614;NA","164217;NA;NA","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"(4s)-4-amino-1,3-dioxohexane-1,2,6-tricarboxylic acid","6872_pos","(4s)-4-amino-1,3-dioxohexane-1,2,6-tricarboxylic acid",0.16,4.17,NA,"Unknown","null","(4S)-4-Amino-1,3-dioxohexane-1,2,6-tricarboxylic acid","","HMDB0260161","NA","20029727","NA","null","null",FALSE,TRUE,NA,NA,NA
"(4s,7s,12br)-6-oxo-7-[[(2s)-3-phenyl-2-sulfanylpropanoyl]amino]-2,3,4,7,8,12b-hexahydro-1h-pyrido[2,1-a][2]benzazepine-4-carboxylic acid","15304_pos","(4s,7s,12br)-6-oxo-7-[[(2s)-3-phenyl-2-sulfanylpropanoyl]amino]-2,3,4,7,8,12b-hexahydro-1h-pyrido[2,1-a][2]benzazepine-4-carboxylic acid",0.4,13.3,NA,"Unknown","null","(4S,7S,12Br)-6-oxo-7-[[(2S)-3-phenyl-2-sulfanylpropanoyl]amino]-2,3,4,7,8,12b-hexahydro-1H-pyrido[2,1-a][2]benzazepine-4-carboxylic acid","","HMDB0254372","NA","23080423","NA","null","null",FALSE,TRUE,NA,NA,NA
"(4z)-7-[(1s,2s,5r)-5-[([1,1'-biphenyl]-4-yl)methoxy]-2-(morpholin-4-yl)-3-oxocyclopentyl]hept-4-enoic acid","16892_pos","(4z)-7-[(1s,2s,5r)-5-[([1,1'-biphenyl]-4-yl)methoxy]-2-(morpholin-4-yl)-3-oxocyclopentyl]hept-4-enoic acid",0.02,4.27,NA,"Unknown","null","""(4Z)-7-[(1S,2S,5R)-5-[([1,1'-Biphenyl]-4-yl)methoxy]-2-(morpholin-4-yl)-3-oxocyclopentyl]hept-4-enoic acid""","","HMDB0248067","NA","53394242","NA","null","null",FALSE,TRUE,NA,NA,NA
"(5s,6r)-methyl 5,6,7-trihydroxyheptanoate","3262_neg","(5s,6r)-methyl 5,6,7-trihydroxyheptanoate",0.42,147.54,NA,"Unknown","null","(5S,6R)-Methyl 5,6,7-trihydroxyheptanoate","","HMDB0247393","NA","12898083","NA","null","null",TRUE,TRUE,NA,NA,NA
"(6r,7r)-6-methoxy-3,7-dimethyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","5733_neg","(6r,7r)-6-methoxy-3,7-dimethyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",0.42,81.42,NA,"Unknown","null","(6R,7R)-6-Methoxy-3,7-dimethyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","","HMDB0258050","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"(8r)-3-[(4s,5r)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-7,8-dihydro-4h-imidazo[4,5-d][1,3]diazepin-8-ol","7254_pos","(8r)-3-[(4s,5r)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-7,8-dihydro-4h-imidazo[4,5-d][1,3]diazepin-8-ol",0.8,31.51,NA,"Unknown","null","(8R)-3-[(4S,5R)-4-Hydroxy-5-(hydroxymethyl)oxolan-2-yl]-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-8-ol;Razoxane, (R)-;N-Acetylcarnosine","","HMDB0245535;HMDB0245675;HMDB0255058","NA;50225;NA","4739;NA;91814","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"(9s)-9-acetyl-7-[(2r,4s,6s)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-8,10-dihydro-7h-tetracene-5,12-dione","17577_pos","(9s)-9-acetyl-7-[(2r,4s,6s)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-8,10-dihydro-7h-tetracene-5,12-dione",0.2,1224743,NA,"Unknown","null","(9S)-9-Acetyl-7-[(2R,4S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-8,10-dihydro-7H-tetracene-5,12-dione","","HMDB0253412","NA","3685","NA","null","null",FALSE,TRUE,NA,NA,NA
"(E)-2-octenal","860_pos","(E)-2-octenal",0.49,94.95,NA,"Unknown","null","(E)-2-octenal;2-Octenal;1-Octen-3-one;3-Octen-2-one;Sulcatone;2-Ethyl-2-hexenal","C07287","HMDB0013809;HMDB0030961;HMDB0031309;HMDB0033547;HMDB0035915;HMDB0061945","61725;NA;NA;NA;16310;88838","16900;6427080;61346;5363229;9862;5354264","NA;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,"Medium-chain aldehydes","Organooxygen compounds","Carbonyl compounds"
"(E)-3-(2-(1h-tetrazol-5-yl)vinyl)-6-fluoro-1h-indole","5223_pos","(E)-3-(2-(1h-tetrazol-5-yl)vinyl)-6-fluoro-1h-indole",0.2,22.48,NA,"Unknown","null","(E)-3-(2-(1H-Tetrazol-5-YL)vinyl)-6-fluoro-1H-indole","","HMDB0244544","NA","136961756","NA","null","null",FALSE,TRUE,NA,NA,NA
