clade_name	clade_taxid	Abx-1_counts	Abx-1_coverage	Abx-1_relative_abundance	Abx-2_counts	Abx-2_coverage	Abx-2_relative_abundance	Abx-3_counts	Abx-3_coverage	Abx-3_relative_abundance	Abx-4_counts	Abx-4_coverage	Abx-4_relative_abundance	Abx-5_counts	Abx-5_coverage	Abx-5_relative_abundance	Het-1_counts	Het-1_coverage	Het-1_relative_abundance	Het-2_counts	Het-2_coverage	Het-2_relative_abundance	Het-3_counts	Het-3_coverage	Het-3_relative_abundance	Het-4_counts	Het-4_coverage	Het-4_relative_abundance	Het-5_counts	Het-5_coverage	Het-5_relative_abundance	Homo-1_counts	Homo-1_coverage	Homo-1_relative_abundance	Homo-2_counts	Homo-2_coverage	Homo-2_relative_abundance	Homo-3_counts	Homo-3_coverage	Homo-3_relative_abundance	Homo-4_counts	Homo-4_coverage	Homo-4_relative_abundance	Homo-5_counts	Homo-5_coverage	Homo-5_relative_abundance
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Caccenecus;s__Caccenecus sp910587745	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3157.0	0.00198	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Salinicoccaceae;g__Jeotgalicoccus;s__Jeotgalicoccus nanhaiensis	2|1239|91061|1385|90964|227979|157227|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2717.0	0.00127	0.0029	145.0	7e-05	0.00022
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus lentus	2|1239|91061|1385|90964|2803850|42858|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	689.0	0.00027	0.00085	7505.0	0.00298	0.00678	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma sp910577555	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4398.0	0.00237	0.00594	4222.0	0.00228	0.00523	20771.0	0.01119	0.03202	5599.0	0.00302	0.0098	6090.0	0.00328	0.00748	1203.0	0.00065	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma sp910587825	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1731.0	0.00093	0.00214	2332.0	0.00126	0.0036	1316.0	0.00071	0.00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__Gallimonas sp910586675	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4128.0	0.00228	0.00571	11339.0	0.00625	0.01437	20119.0	0.0111	0.03174	12030.0	0.00663	0.02155	22537.0	0.01243	0.02834	9096.0	0.00502	0.01082	6551.0	0.00361	0.00914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-552;g__HGM11386;s__	2|1239|186801|||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3540.0	0.00138	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-552;g__MGBC100320;s__MGBC100320 sp910588305	2|1239|186801|186802|216572|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18792.0	0.00932	0.02337	18263.0	0.00906	0.02081	2033.0	0.00101	0.00289	32304.0	0.01602	0.05205	17526.0	0.00869	0.01982	2465.0	0.00122	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-552;g__MGBC113161;s__MGBC113161 sp910587565	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2080.0	0.00086	0.00214	2605.0	0.00107	0.00246	6726.0	0.00277	0.00791	2526.0	0.00104	0.00337	1684.0	0.00069	0.00158	3661.0	0.00151	0.00325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp910577815	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57286.0	0.03483	0.08734	51598.0	0.03138	0.07208	121905.0	0.07413	0.21202	16729.0	0.01017	0.03305	110587.0	0.06724	0.15333	5428.0	0.0033	0.00712	25957.0	0.01578	0.03994	0.0	0.0	0.0	314017.0	0.19094	0.43415	18.0	1e-05	4e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__QANA01;s__QANA01 sp910588425	2|1239|186801|||2721107||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	894.0	0.00049	0.00122	3052.0	0.00167	0.00383	3616.0	0.00197	0.00564	2040.0	0.00111	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	1083.0	0.00059	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC100798;s__MGBC100798 sp910588545	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	523.0	0.00029	0.00064	1123.0	0.00063	0.0016	0.0	0.0	0.0	6538.0	0.00369	0.00838	128.0	7e-05	0.00024
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__RACS-045;s__RACS-045 sp013316135	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91150.0	0.04359	0.10928	35577.0	0.01701	0.03908	219075.0	0.10476	0.29964	76535.0	0.0366	0.11888	190906.0	0.09129	0.20815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp910588715	2|1239|186801|186802|31979|1485||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17841.0	0.00623	0.01563	0.0	0.0	0.0	6405.0	0.00224	0.0064	5079.0	0.00177	0.00577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp910576545	2|1224|28221|213115|194924|872||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50442.0	0.01783	0.0447	126370.0	0.04466	0.1026	43870.0	0.0155	0.04435	42303.0	0.01495	0.04857	65818.0	0.02326	0.05304	178878.0	0.06322	0.1364	149042.0	0.05267	0.13328	23959.0	0.00847	0.02615	127198.0	0.04495	0.10221	79259.0	0.02801	0.09166
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__	2|1239|186801|186802|186806|1730||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2194.0	0.00061	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp000403315	2|1239|186801|186802|186803||397290|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42637.0	0.01226	0.03074	108272.0	0.03113	0.07151	6450.0	0.00185	0.0053	19186.0	0.00552	0.01792	16390.0	0.00471	0.01075	0.0	0.0	0.0	0.0	0.0	0.0	4729.0	0.00136	0.0042	124530.0	0.0358	0.08141	1113038.0	0.32001	1.04716
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp009774455	2|1239|186801|186802|186803|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154723.0	0.04466	0.11301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp910577785	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	482823.0	0.13034	0.2812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp910580195	2|1239|186801|186802|186803|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	1e-05	4e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp910588285	2|1224|28216|206389|2008794|349||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3878.0	0.0009	0.00195	228.0	5e-05	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	3964.0	0.00092	0.00302
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__1XD8-76 sp910573755	2|||||||	5398.0	0.00138	0.00713	9029.0	0.00231	0.01421	9918.0	0.00254	0.01114	5539.0	0.00142	0.00712	4726.0	0.00121	0.00557	1789325.0	0.45773	1.14765	2426347.0	0.62068	1.42588	1058425.0	0.27075	0.77445	1531422.0	0.39175	1.27256	2111012.0	0.54002	1.23133	1487596.0	0.38054	0.82104	790218.0	0.20215	0.5115	418773.0	0.10713	0.33081	2543698.0	0.6507	1.47954	5102863.0	1.30536	4.27144
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__1XD8-76 sp910578085	2|||||||	544.0	0.00014	0.0007	893.0	0.00022	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	731180.0	0.18128	0.45451	649618.0	0.16106	0.36999	433345.0	0.10744	0.3073	456479.0	0.11317	0.36763	261217.0	0.06476	0.14767	1886.0	0.00047	0.00101	1028.0	0.00026	0.00065	1677384.0	0.41586	1.28419	1222644.0	0.30312	0.68923	1046512.0	0.25946	0.849
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910576125	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	362441.0	0.07509	0.162	82900.0	0.01717	0.04346	17082.0	0.00354	0.01093	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910584235	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62269.0	0.01234	0.03094	1228138.0	0.24335	0.55905	20932.0	0.00415	0.01186	90584.0	0.01795	0.05831	63518.0	0.01259	0.0287	5822.0	0.00115	0.00249	102484.0	0.02031	0.05138	68670.0	0.01361	0.04202	18669.0	0.0037	0.00841	264856.0	0.05248	0.17173
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585425	2|1239||||||	12681.0	0.00228	0.01179	12627.0	0.00227	0.01399	12991.0	0.00234	0.01027	20363.0	0.00367	0.01841	9027.0	0.00163	0.00748	1245413.0	0.22418	0.56209	2162381.0	0.38925	0.89421	1255133.0	0.22593	0.64625	1284573.0	0.23123	0.75114	2645481.0	0.47621	1.08583	7864487.0	1.41567	3.05439	1119358.0	0.20149	0.50985	511139.0	0.09201	0.28413	7930549.0	1.42756	3.24593	8474199.0	1.52543	4.99155
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585615	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17941.0	0.00321	0.00738	1287.0	0.00023	0.00066	2418.0	0.00043	0.00141	102060.0	0.01826	0.04165	691.0	0.00012	0.00027	5309.0	0.00095	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	21887.0	0.00392	0.01282
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp004793585	2|1239|186801|186802|186803||1898203|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51043.0	0.01639	0.04109	75817.0	0.02434	0.05592	4559.0	0.00146	0.00419	146496.0	0.04703	0.15278	4796.0	0.00154	0.00351	0.0	0.0	0.0	188067.0	0.06038	0.15278	0.0	0.0	0.0	1477.0	0.00047	0.00108	3296.0	0.00106	0.00346
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp003612395	2||||||2320100|	0.0	0.0	0.0	21.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	386506.0	0.08813	0.22096	101005.0	0.02303	0.05291	255007.0	0.05814	0.16631	261384.0	0.0596	0.1936	134120.0	0.03058	0.06973	3135.0	0.00071	0.00154	16518.0	0.00377	0.00953	2761.0	0.00063	0.00194	240166.0	0.05476	0.12451	147190.0	0.03356	0.10982
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp011959285	2|1239|186801|186802|186803||1898203|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	285.0	7e-05	0.00018	1744.0	0.00044	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27243.0	0.00687	0.01481	880.0	0.00022	0.00056	48030.0	0.0121	0.03738	180702.0	0.04554	0.10355	1014374.0	0.25565	0.83653
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp910579425	2|||||||	917.0	0.00019	0.001	713.0	0.00015	0.00093	59.0	1e-05	5e-05	0.0	0.0	0.0	965.0	0.0002	0.00094	332757.0	0.0703	0.17627	546264.0	0.11541	0.26514	245145.0	0.05179	0.14815	251296.0	0.05309	0.17247	262609.0	0.05548	0.12651	113407.0	0.02396	0.0517	372087.0	0.07861	0.19892	51075.0	0.01079	0.03332	128071.0	0.02706	0.06153	3479558.0	0.73516	2.4056
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp910579685	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116435.0	0.02659	0.06667	113814.0	0.02599	0.05971	54226.0	0.01238	0.03542	75920.0	0.01734	0.05632	165445.0	0.03778	0.08615	3821.0	0.00087	0.00188	0.0	0.0	0.0	10151.0	0.00232	0.00716	446203.0	0.1019	0.23169	1103678.0	0.25204	0.82473
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp910586025	2|1239|91061|1385|90964|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	414051.0	0.09279	0.20019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp002358575	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207402.0	0.04273	0.10714	64448.0	0.01328	0.0305	90219.0	0.01859	0.05317	40817.0	0.00841	0.02732	0.0	0.0	0.0	0.0	0.0	0.0	23495.0	0.00484	0.01225	12580.0	0.00259	0.008	24683.0	0.00509	0.01156	52487.0	0.01081	0.03539
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Caccovicinus;s__Caccovicinus sp009774615	2|1239||||||	2824.0	0.00069	0.00355	5223.0	0.00127	0.00782	3500.0	0.00085	0.00374	2264.0	0.00055	0.00277	3119.0	0.00076	0.0035	506026.0	0.12316	0.30879	391432.0	0.09527	0.21886	4491.0	0.00109	0.00313	378969.0	0.09223	0.29961	3862.0	0.00094	0.00214	156492.0	0.03809	0.08218	157661.0	0.03837	0.09709	368956.0	0.0898	0.27729	2903333.0	0.70662	1.60668	5234861.0	1.27407	4.16904
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Caccovicinus;s__Caccovicinus sp910575565	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2318.0	0.00061	0.00132	16025.0	0.00422	0.01068	0.0	0.0	0.0	156.0	4e-05	9e-05	2902.0	0.00076	0.0025
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Caccovicinus;s__Caccovicinus sp910584785	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1910.0	0.00051	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Caccovicinus;s__Caccovicinus sp910585635	2|||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14090.0	0.0029	0.00666	1759.0	0.00036	0.00104	2391.0	0.00049	0.0016	0.0	0.0	0.0	84619.0	0.01741	0.03757	29550.0	0.00608	0.01539	195.0	4e-05	0.00012	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp009774135	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	249.0	6e-05	0.00016	19462.0	0.00486	0.01117	0.0	0.0	0.0	2173.0	0.00054	0.00176	0.0	0.0	0.0	3941.0	0.00098	0.00212	0.0	0.0	0.0	4251.0	0.00106	0.00328	0.0	0.0	0.0	4560.0	0.00114	0.00373
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp009774145	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1145.0	0.00027	0.00068	608.0	0.00014	0.00033	422.0	0.0001	0.00028	5422.0	0.00128	0.00414	5931.0	0.0014	0.00318	5516.0	0.0013	0.0028	0.0	0.0	0.0	0.0	0.0	0.0	442.0	0.0001	0.00024	21997.0	0.00517	0.01693
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp910574965	2|1239|186801|186802|216572|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59374.0	0.01557	0.03904	94491.0	0.02478	0.05693	49449.0	0.01297	0.03709	67147.0	0.01761	0.0572	82255.0	0.02157	0.04919	153230.0	0.04018	0.0867	95669.0	0.02509	0.06349	95901.0	0.02515	0.07766	571167.0	0.14979	0.34059	402232.0	0.10549	0.34518
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp910575445	2|1239|186801|186802|31979|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79781.0	0.02408	0.06039	16483.0	0.00498	0.01143	8037.0	0.00243	0.00694	19158.0	0.00578	0.01879	59901.0	0.01808	0.04123	139300.0	0.04205	0.09073	27798.0	0.00839	0.02123	27295.0	0.00824	0.02544	404200.0	0.12202	0.27744	613338.0	0.18515	0.60586
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp910584945	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	586.0	0.00015	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp003612585	2||||||2320110|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	585.0	0.00016	0.0004	401.0	0.00011	0.00025	923.0	0.00025	0.00072	2595.0	0.00071	0.00231	0.0	0.0	0.0	15266.0	0.00418	0.00902	94824.0	0.02598	0.06573	664228.0	0.18195	0.56187	11698.0	0.0032	0.00729	43178.0	0.01183	0.0387
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp910575795	2|1239||||||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113311.0	0.02954	0.07474	0.0	0.0	0.0	30682.0	0.008	0.01819	42174.0	0.01099	0.03597
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__	2|1239|186801|186802|31979|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4276.0	0.00127	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	426.0	0.00013	0.00029	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp009917545	2||||||2320881|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7205.0	0.00214	0.00537	18023.0	0.00536	0.01232	3758.0	0.00112	0.0032	5749.0	0.00171	0.00556	7007.0	0.00208	0.00475	80749.0	0.02402	0.05182	35678.0	0.01061	0.02685	1386.0	0.00041	0.00127	20520.0	0.0061	0.01388	71129.0	0.02116	0.06923
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_J;s__Eubacterium_J sp910574915	2|1239|186801|186802|186806|||	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7121.0	0.00171	0.00434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
