"Distance","Group"
0.103594500079415,"Het"
0.115827282892048,"Het"
0.107361112152016,"Het"
0.0735511749999146,"Het"
0.2027329322109,"Het"
0.29740342041054,"Homo"
0.319431734169229,"Homo"
0.48377793505775,"Homo"
0.145121317851474,"Homo"
0.309328473106049,"Homo"
