feature	SPAdes.MaxBin2Refined.group.Abx.004_sub	SPAdes.MaxBin2Refined.group.Abx.005_sub	SPAdes.MetaBAT2Refined.group.Abx.2	SPAdes.MetaBAT2Refined.group.Abx.3	SPAdes.MetaBAT2Refined.group.Abx.7	SPAdes.MaxBin2Refined.group.HetHomo.040_sub	SPAdes.MaxBin2Refined.group.HetHomo.050_sub	SPAdes.MaxBin2Refined.group.HetHomo.054_sub	SPAdes.MaxBin2Refined.group.HetHomo.055_sub	SPAdes.MaxBin2Refined.group.HetHomo.058	SPAdes.MaxBin2Refined.group.HetHomo.081	SPAdes.MaxBin2Refined.group.HetHomo.083	SPAdes.MaxBin2Refined.group.HetHomo.086_sub	SPAdes.MaxBin2Refined.group.HetHomo.103_sub	SPAdes.MaxBin2Refined.group.HetHomo.109_sub	SPAdes.MaxBin2Refined.group.HetHomo.131_sub	SPAdes.MaxBin2Refined.group.HetHomo.144_sub	SPAdes.MaxBin2Refined.group.HetHomo.145	SPAdes.MaxBin2Refined.group.HetHomo.146_sub	SPAdes.MaxBin2Refined.group.HetHomo.147_sub	SPAdes.MaxBin2Refined.group.HetHomo.174_sub	SPAdes.MaxBin2Refined.group.HetHomo.180_sub	SPAdes.MaxBin2Refined.group.HetHomo.181_sub	SPAdes.MetaBAT2Refined.group.HetHomo.10	SPAdes.MetaBAT2Refined.group.HetHomo.100	SPAdes.MetaBAT2Refined.group.HetHomo.101	SPAdes.MetaBAT2Refined.group.HetHomo.102	SPAdes.MetaBAT2Refined.group.HetHomo.109	SPAdes.MetaBAT2Refined.group.HetHomo.11	SPAdes.MetaBAT2Refined.group.HetHomo.110	SPAdes.MetaBAT2Refined.group.HetHomo.113_sub	SPAdes.MetaBAT2Refined.group.HetHomo.114	SPAdes.MetaBAT2Refined.group.HetHomo.118_sub	SPAdes.MetaBAT2Refined.group.HetHomo.119	SPAdes.MetaBAT2Refined.group.HetHomo.121	SPAdes.MetaBAT2Refined.group.HetHomo.126_sub	SPAdes.MetaBAT2Refined.group.HetHomo.128_sub	SPAdes.MetaBAT2Refined.group.HetHomo.13	SPAdes.MetaBAT2Refined.group.HetHomo.139_sub	SPAdes.MetaBAT2Refined.group.HetHomo.140	SPAdes.MetaBAT2Refined.group.HetHomo.141	SPAdes.MetaBAT2Refined.group.HetHomo.144_sub	SPAdes.MetaBAT2Refined.group.HetHomo.145	SPAdes.MetaBAT2Refined.group.HetHomo.14_sub	SPAdes.MetaBAT2Refined.group.HetHomo.154	SPAdes.MetaBAT2Refined.group.HetHomo.155	SPAdes.MetaBAT2Refined.group.HetHomo.16	SPAdes.MetaBAT2Refined.group.HetHomo.160	SPAdes.MetaBAT2Refined.group.HetHomo.162	SPAdes.MetaBAT2Refined.group.HetHomo.163	SPAdes.MetaBAT2Refined.group.HetHomo.164	SPAdes.MetaBAT2Refined.group.HetHomo.168	SPAdes.MetaBAT2Refined.group.HetHomo.17	SPAdes.MetaBAT2Refined.group.HetHomo.170	SPAdes.MetaBAT2Refined.group.HetHomo.173	SPAdes.MetaBAT2Refined.group.HetHomo.174	SPAdes.MetaBAT2Refined.group.HetHomo.178	SPAdes.MetaBAT2Refined.group.HetHomo.179_sub	SPAdes.MetaBAT2Refined.group.HetHomo.18	SPAdes.MetaBAT2Refined.group.HetHomo.180_sub	SPAdes.MetaBAT2Refined.group.HetHomo.181_sub	SPAdes.MetaBAT2Refined.group.HetHomo.183	SPAdes.MetaBAT2Refined.group.HetHomo.185	SPAdes.MetaBAT2Refined.group.HetHomo.186_sub	SPAdes.MetaBAT2Refined.group.HetHomo.187	SPAdes.MetaBAT2Refined.group.HetHomo.19	SPAdes.MetaBAT2Refined.group.HetHomo.190_sub	SPAdes.MetaBAT2Refined.group.HetHomo.191	SPAdes.MetaBAT2Refined.group.HetHomo.22	SPAdes.MetaBAT2Refined.group.HetHomo.26	SPAdes.MetaBAT2Refined.group.HetHomo.28	SPAdes.MetaBAT2Refined.group.HetHomo.30_sub	SPAdes.MetaBAT2Refined.group.HetHomo.36	SPAdes.MetaBAT2Refined.group.HetHomo.39	SPAdes.MetaBAT2Refined.group.HetHomo.40	SPAdes.MetaBAT2Refined.group.HetHomo.41	SPAdes.MetaBAT2Refined.group.HetHomo.43	SPAdes.MetaBAT2Refined.group.HetHomo.44	SPAdes.MetaBAT2Refined.group.HetHomo.5	SPAdes.MetaBAT2Refined.group.HetHomo.50	SPAdes.MetaBAT2Refined.group.HetHomo.52	SPAdes.MetaBAT2Refined.group.HetHomo.54_sub	SPAdes.MetaBAT2Refined.group.HetHomo.57	SPAdes.MetaBAT2Refined.group.HetHomo.58	SPAdes.MetaBAT2Refined.group.HetHomo.60	SPAdes.MetaBAT2Refined.group.HetHomo.61_sub	SPAdes.MetaBAT2Refined.group.HetHomo.65	SPAdes.MetaBAT2Refined.group.HetHomo.67	SPAdes.MetaBAT2Refined.group.HetHomo.69_sub	SPAdes.MetaBAT2Refined.group.HetHomo.7	SPAdes.MetaBAT2Refined.group.HetHomo.72	SPAdes.MetaBAT2Refined.group.HetHomo.73	SPAdes.MetaBAT2Refined.group.HetHomo.75	SPAdes.MetaBAT2Refined.group.HetHomo.77	SPAdes.MetaBAT2Refined.group.HetHomo.78	SPAdes.MetaBAT2Refined.group.HetHomo.79	SPAdes.MetaBAT2Refined.group.HetHomo.8	SPAdes.MetaBAT2Refined.group.HetHomo.80	SPAdes.MetaBAT2Refined.group.HetHomo.82_sub	SPAdes.MetaBAT2Refined.group.HetHomo.83	SPAdes.MetaBAT2Refined.group.HetHomo.86	SPAdes.MetaBAT2Refined.group.HetHomo.87_sub	SPAdes.MetaBAT2Refined.group.HetHomo.89	SPAdes.MetaBAT2Refined.group.HetHomo.90	SPAdes.MetaBAT2Refined.group.HetHomo.92	SPAdes.MetaBAT2Refined.group.HetHomo.93	SPAdes.MetaBAT2Refined.group.HetHomo.94	SPAdes.MetaBAT2Refined.group.HetHomo.96_sub	SPAdes.MetaBAT2Refined.group.HetHomo.99
het_1	0.314475577368725	0.175278615084693	0.0253572144466416	0.426303571826423	0.235312640290239	0	0.0940017384575731	0.0794945310579305	0.0743239175518655	0.0755132503595411	0.031572719308798	0.0242586976462271	0.017515901480162	0.038373378189512	0.0312776971608285	0.023536039734419	0.0227034344565511	0.0185524065492377	0.0030826327553228	0.010964152438422	0.00417390999073575	0	0.0147574930951897	0.0214622880284545	0.0100364777186463	0.0587995231325863	0.166234500785907	0.0583510168672352	0.0757686193565809	0.188168784326521	0.00260963757241445	0.0717251221080058	0.0374788730495957	0.0122341052895993	0.0193588686314389	0.0137230306826081	0.0156483281572873	0.0198158251610688	0.00658754960168258	0.0947319338128952	0.00415489424690102	0.012356487789628	0.249372999075574	0.00747716346492296	0.0170809258383773	0.0270942184176379	0.0410174039192638	0.0697436923081993	0.184170124488031	0.0311507682857707	0.120409115180537	0.00735973961591347	0.112581731419679	0.00823326827627588	0.0765763842405271	0.0174343180484965	0.0028420462981458	0.0324123884181832	0.0307951608956721	0.0226055275170235	0.0280877695220757	0.0357226493086281	0.0244214325714519	0.0158744543400122	0.00383785017319292	0.0780856518225813	0.00918787738215889	0.00945129880081782	0.0595706594940817	0.0329290320536388	0.0172240722392132	0.0106415941945646	0.0260628576878135	0.0139633175601608	0.0496609291565768	0.0634916381842659	0.0327407833660724	0.0149759139631933	0.00863696836513028	0.0274284342480507	0.305668106102897	0.00330575613167153	0.00619093056308151	0.0481164505224048	0.020441516756216	0.0186715654725253	0.0167295403582068	0.0742907593643115	0	0.0367225970016735	0.015351966032869	0.0212918356391803	0	0.155751306904021	0.0171133538386897	0.425308907405032	0.0377800895877216	0.0215175785727996	0.0111716576458804	0.0226090314891095	0.0313283249051806	0.0238702483867995	0.00395971754603112	0.0171549569458499	0.0567947023032916	0.0625416296090225	0.231385422605471	0.00286977431146345	0.00965850425612394
het_2	0.334386191975408	0.125530383089832	0.0100948318746136	0.438991035611618	0.283428571612754	0	0.108088992375188	0.08396142949684	0.0721478933454981	0.0721229362420822	0.0553774067036659	0.0330308490140297	0.022311980336504	0.032376477049632	0.0335528764413655	0.0271430841097674	0.0138633037737679	0.0206268274755775	0.0016513515470365	0.0207482720150474	0.00496853724933675	0.00136594857995755	0.0112513852566427	0.0290988760792567	0.0206129025665666	0.0482647226122469	0.123707421562621	0.0556662279728767	0.0440875866025149	0.116127603052594	0.00227307708660348	0.0478143925111093	0.0178710744815827	0.0337768700278524	0.0368616962748813	0.0182683016815377	0.0174236725261773	0.0179751976662515	0.00858913520455628	0.0911818015785202	0.006328015581923	0.0162822784364107	0.297745516135754	0.0363357372346523	0.0280613043306244	0.044911127270016	0.0403344455303567	0.083916763604282	0.11375933386749	0.0368831241916425	0.120410583301737	0.0112641352447251	0.113843930752931	0.0146682711661894	0.0533726980631253	0.0179751976662515	0.00193174360799386	0.0415210584824325	0.0263539516464156	0.0272776531719713	0.0239656045640493	0.0223184141510126	0.0220368080939974	0.0118054417483939	0.00254137798899735	0.0792481113399691	0.00765238584984787	0.0196099610762332	0.0728877207100407	0.0086722867028847	0.00800978659230079	0.00876284215581513	0.0214122932471485	0.053835450428089	0.0426629757743951	0.0513572351580286	0.0236064478557705	0.0177177942401335	0.0119444473047791	0.0249345557551405	0.331931329456034	0.00323686605507717	0.0090131507617254	0.0573925682122637	0.0235119859639459	0.028030583423876	0.0242633094617891	0.0598201395396036	0	0.0276618696964075	0.0218962870229272	0.0197848810063606	0.00265192409237396	0.0939028642181483	0.0162602227381597	0.433734026162469	0.0349411346147786	0.0166398227304574	0.015187530884355	0.0142210831259219	0.0230338707148451	0.0259697556785035	0.0048811067784123	0.012404265969016	0.0504563055673838	0.0565671157546253	0.215428904529688	0.00298303966830035	0.0138943314775388
het_3	0.282405273046004	0.154398323011619	0.0413008575313161	0.397906271947	0.313892951333615	0.011935436092445	0.122340511944027	0.0652479209746163	0.0842906958287262	0.109296138593632	0.0477203036246549	0.0207711079915288	0.0154859802704106	0.038356434055609	0.0320526092661006	0.0295977367020793	0.035138150465785	0.0164393928782199	0	0.0189619192864307	0.00328885146503593	0	0.0119661199607214	0.0188357811740919	0.0129379353300491	0.0637645162140688	0.142632099758391	0.0529693104745848	0.0418724043841455	0.177569833298385	0.00253309779975187	0.0571546733261605	0.031963770565782	0.0167378405643419	0.0253734479943768	0.00666083024288467	0.00544975687691698	0.0149559352761171	0.00611554634738807	0.116432299399669	0.00299720301846988	0.0204687301105235	0.322392670215073	0.00885819089720477	0.0170525805979557	0.033698855115583	0.0542202530588075	0.0769358900314267	0.175482889458989	0.0278544857356636	0.126467985999554	0.00564799630852321	0.110538696619039	0.0116870659297251	0.0701390647685783	0.0166499691358064	0.00238395871089249	0.0647444308393953	0.0330696071652213	0.0336252757435723	0.035897551087888	0.019043942699091	0.00920332141967184	0.0206604537911873	0.00339851023192895	0.0878095401631815	0.00561544240136804	0.0153551838941822	0.0619247539403773	0.0305583050589265	0.00703562909292444	0.00635084818065468	0.0287967035044301	0.00869103595137619	0.0452559453777128	0.0593825757553178	0.0261424711122218	0.0143809306008249	0.00906280056703076	0.0232261835089946	0.277040916953879	0.00320414548924534	0.00786025967024101	0.0618950656589275	0.0301807817455272	0.0339132274132418	0.0127882681955478	0.0587463480773545	0	0.00522651958938431	0.0149191103214954	0.0312879865320071	0	0.0960896886279723	0.0169933363083641	0.394936334813268	0.0396248844929177	0.0317997751635962	0.011679219270549	0.0394856955540908	0.034364669033453	0.0313699652253579	0.00646528866395349	0.00962209990144489	0.0438132319415579	0.0656538296592576	0.255710139730047	0	0.0129024577357002
het_4	0.29328968059163	0.161234611477925	0.0354414607301901	0.435991826378974	0.257631812328179	0.0123169114080744	0.125315452605084	0.0830627580567974	0.0737022849738356	0.0876212729309357	0.0551860749543488	0.0331131824163843	0.0201124861676537	0.0379157743385625	0.0285478436671274	0.0198470532070376	0.0237543519776453	0.0210845446405401	0	0.0191815156505438	0.00651272789632914	0	0.0110674841699204	0.024841344861382	0.0164148155431116	0.0538738637870272	0.154169727419999	0.0564467953337899	0.0499416866108179	0.154724251227235	0.00246156485154472	0.0550542863535448	0.0351807840775131	0.0358092738472475	0.0384293247184836	0.0105262778268392	0.0299434457740954	0.0179696497585373	0.00817741253642446	0.103100341888517	0.00474405949081704	0.0202465712790653	0.266992509770303	0.0214004452684165	0.0267183002585957	0.0345408797027275	0.0417603257047299	0.0983391933347955	0.149488660239806	0.0312214709639194	0.156517009506237	0.0102660632804022	0.137220275273409	0.00887540585012132	0.0605584119668802	0.0230090334350765	0.0023259599030567	0.053337944684102	0.0264372599659092	0.0316074889885536	0.0310336418272495	0.0449922501301647	0.0150097514209444	0.016335509382006	0.00383607729387303	0.0652145560385826	0.00805744137615593	0.00898446221261997	0.0690554978180061	0.0281353036759846	0.0107299074845898	0.0108402737192798	0.0208626449919492	0.0189316268881807	0.0667359977454737	0.0735400314605143	0.0356759616371469	0.0184569038443414	0.00880195104767706	0.016978714535354	0.289410952572751	0.00338665215859957	0.00960159316632016	0.0546173354593676	0.0239675624410428	0.030145245382993	0.0204169160110925	0.0644884135209755	0	0.0357941496948765	0.016773506794733	0.0215315412683577	0	0.133596267576626	0.0209144595331875	0.432671507608292	0.0404211344323104	0.0131332881597827	0.0167153383872992	0.0162358321287648	0.0318939406601758	0.0347814428934544	0.0156382715873305	0.0125259936718225	0.0505842757998684	0.0745563764093661	0.203292667387019	0	0.0158445166074471
het_5	0.400740793669744	0.125111664488526	0.0329348687363003	0.461294009153794	0.22257658137734	0.00915244714763997	0.0524587516861772	0.080256518947888	0.0537068218114816	0.0923519457564256	0.029461865387611	0.0244188407626036	0.0139857250662127	0.0151274182054394	0.0335620989089072	0.00634954173649862	0.0303594728020172	0.0222679476957515	0	0.00813610480969027	0.00475498650866702	0	0	0.016880879708837	0.0121959516497555	0.0401634673607957	0.121270102418064	0.0333951714086124	0.0783559471920127	0.125704342501769	0.00236312089907132	0.0568246209655289	0.0204199867245652	0.0177655832728421	0.0340199375667256	0.00805196313197864	0.00525827903720898	0.0216851804362882	0.00775905983130876	0.0410947701502104	0.00404282939310025	0.00472625499474307	0.232982298270745	0.0128698173937066	0.0284092359450108	0.0318171512732098	0.0424527166081594	0.101795852772754	0.178088838621931	0.0258921919307541	0.0653268101530223	0.0075183363033744	0.0959307284815069	0.016977443873842	0.0643207040389883	0.0156017567991792	0.00205482462189365	0.0393870403058857	0.0280690189704695	0.0153819233813201	0.0171133107671161	0.00546157403265794	0.00292930440244691	0.0079326656732131	0.00205482462189365	0.0773494221366514	0.00577669005131094	0.0125047746871038	0.0809641641251773	0.0175068113592352	0.0138437749104925	0.00466826151572579	0.0215338631603403	0.0130276149641979	0.0483836688100325	0.0323776691974477	0.0199474868967748	0.0165384673794276	0.00652933367074758	0.0247816383741891	0.396411181953048	0.00271200834005808	0.00431971647411292	0.0394683054134229	0.0102011191478704	0.0133834921936242	0.0098409135947825	0.022611006631713	0	0.00419169558697054	0.0164848397073546	0.0169814554688884	0	0.00915988534718244	0.00770621553458294	0.460861594074698	0.0207081837725522	0.0273260941239326	0.0116650391829451	0.0418705367460767	0.0294364130060129	0.0151992883508869	0.00508712351173832	0.00671445656303721	0.0165384673794276	0.0394199122894148	0.129435118974704	0	0.00749111179443018
homo_1	0.283463029835002	0.139776150673838	0.0317106967153538	0.372910752053001	0.360202165913389	0.0101127598994146	0.109863275976168	0.0713534121556168	0.0521528961482251	0.0607810025224287	0.0254464008192446	0.0549308601428742	0.0179944022960076	0.00925955144023551	0.0289452640408878	0.0140099215724259	0	0.0194376163979719	0	0.00779737973962087	0.0197950362829434	0	0	0.0425351391733934	0.0368703053468705	0.0294659897883335	0.271609850428803	0.00552691849659208	0.0327552409191824	0.0412818899887109	0.00260540404846924	0.0237043355913984	0.00389866024007842	0.012993343170606	0.0897622915637119	0	0	0.00858126432164204	0.0139359852726218	0.0327867844651269	0.0147188671572453	0.00886047848237426	0.377169183320558	0.00481334708900357	0.0407306771137673	0.0367439008322855	0.0435155526412465	0.0237074492268772	0.0883689857964021	0.0173938013619678	0.0938154989456688	0.0197987642978409	0.0525412212289368	0.0403040865283599	0.0495720836459703	0.0209400995324205	0.0858879070625053	0.0310424150673493	0.0405142958253502	0.0188907697869977	0.0196039679786067	0.0046257400825641	0.0386367679421572	0.0244342017117331	0.00733915411326564	0.116391501113908	0.0213173597384824	0.0333029459245617	0.137930414781391	0.0659766576426497	0.0219922116279379	0.0261587460102818	0.00242955144408129	0.00368460190941925	0.0196190209425352	0.0406798671881266	0.0144046714094338	0.0226893042106071	0.0223385192621324	0.225339501334733	0.278194130190332	0.00339268712719265	0.0303351177584407	0.0377863307003108	0.0223814312029198	0.00360361140302392	0.0580576478306793	0.0447839833626466	0	0.0190270147694769	0.0247493650902254	0.0257032793636461	0	0.0768663337319316	0.0129990211586018	0.365485853021642	0.0350655869053364	0.006312195518215	0.0138403441089876	0.00909877864170693	0.0160798296238491	0.0445938590298144	0.0267668597370381	0.0956831429857356	0.0308635202500917	0.0237416722867736	0.140536243057968	0.0103863313434776	0.0208588763467885
homo_2	0.127710042096579	0.10954195060047	0.044380182822143	0.313620919828274	0.475703127456671	0.0102683501236376	0.113300081216935	0.056147405626377	0.098499999329729	0.071406393436245	0.0795152790493394	0.055411338120314	0.0167903457316904	0.0217314746081038	0.0276785823653326	0.0300094594697181	0	0.0364329568957756	0.0117023366451753	0.0132839862145683	0.0218276565374695	0	0.0102150058239734	0.0267139203225016	0.0335854272623333	0.0551720776132937	0.108160103422487	0.00539778839164012	0.032364097106476	0.100043635792067	0.100639248317616	0.044880665971281	0.00931029635820162	0.0195797685709015	0.0399891855748736	0	0.0297073919965324	0.00209054582570503	0.0175384352744399	0.0558606715443906	0.014646772235282	0.00486549627494338	0.502519372837595	0.00676073516549823	0.0188981112997533	0.0213210677362501	0.00972174610357088	0.0245533859000162	0.121983375134767	0.0331347595141154	0.14458787214299	0.012039841816192	0.058050695837481	0.0260579866164823	0.104434342216997	0.0197418956611166	0.0043727010646614	0.0596571391740288	0.0498532051316804	0.0302061458540919	0.0374396095261958	0.0113065879190613	0.0896317256757835	0.0158530010744031	0.0191232665934802	0.248852086753506	0.0106085527037972	0.0039573468255035	0.0593426972085787	0.0307442574886393	0.0118338772779076	0.0166869764440009	0.0134610336786288	0.0179591749519316	0.0272573974214925	0.0439010106603641	0.0216769222519305	0.0200985054942843	0.0218526778978125	0.0652285541958297	0.12276419205137	0.104594055421055	0.00813039886564516	0.0673554061785815	0.0351471444406386	0.0108964780119059	0.0356951160337614	0.104338574460146	0.0508117636157485	0.022554128129254	0.0261626474113931	0.0273774458254355	0.0104005140949135	0.18109070028881	0.0273840997656125	0.309818180459918	0.052433764092198	0.0137488417761574	0.0116242646226598	0.00200154512204336	0.0189702595743206	0.0531611319422712	0.0879587415880069	0.0474175265539189	0.0475787890704834	0.0525536636066578	0.0136757928584932	0.0026305469282874	0.0210977710227667
homo_3	0.272142750753276	0.151479340024786	0.0636637965980242	0.0455689035658259	0.294858110517226	0	0.0727051836403179	0.0471099829858828	0.0938628134324139	0.102884164406865	0.00413462106663257	0.016531805280828	0.0664108026209796	0.00256783914483347	0.00197672261030657	0.00163901146969064	0	0	0.0255954201601425	0	0.0119222228799674	0	0.00796850273036172	0.0185113927383918	0.0271877596599662	0.0843443082812649	0.222834908263308	0.111899545795693	0.00345926921447507	0.34755914096919	0.0021540837874643	0.00379588026181314	0.00499099741179975	0.0153440856692497	0.00279550974509413	0.00664856536277828	0	0.00843018478645945	0.0110614783877026	0.286667745705615	0.0100309333979877	0	0.309384943260231	0	0.0247855703812904	0.0125412196404632	0.022669686927648	0.0576903676047093	0.00962081271438565	0.0150548297738835	0.14239221310016	0.0101639639728599	0.144621368893332	0.0164429159304688	0.0045828558972672	0.00925859780554522	0.0019139533595446	0.0142462531771435	0.0362384612645009	0.00139775350713649	0.0572709540735471	0.0565592825460278	0.105065430523466	0.00439238498062767	0.060474522716921	0.405787521326247	0.025268791116755	0.0110725127348174	0.0464986110279191	0.0019139533595446	0.0136777097003655	0.0151679734595392	0.0122754930550681	0.0178394187176123	0.00433642839405132	0.00327802734237453	0.045576952840075	0.0233387350849022	0.00717844559511879	0.153287726291944	0.257382723817435	0	0.0127344805229176	0.0770192231344747	0.00932431094519403	0	0.00835744501506169	0.0925729512616748	0	0.0414110527795961	0.0135431191834525	0.0448576528216586	0	0.227482971664032	0.0266385075013863	0.045560852873445	0.00231791328711451	0	0.0102834077923245	0	0	0.0731672153653405	0.00486713102216591	0.0462586795637899	0.0844024728469131	0.117403814210849	0.0514483250767414	0.0145095628228488	0.0124630763809478
homo_4	0.150792880111429	0.193492883258308	0.0765810456766982	0.364184625082162	0.313547445112265	0.015040384501927	0.0903247790601463	0.0998987474675237	0.0964157350108716	0.00383948627764161	0.00203010055875863	0.0427565069567196	0.0148707779572735	0.00270028759976549	0.0014354973785777	0.00612925190478142	0	0	0.0471759351698528	0.0431849383097698	0.0151401897073809	0	0.0103287040213862	0.0326091383979249	0.04047028143197	0.0897441808482123	0.191302506744384	0.0759446411644209	0.00369216236208782	0.135462167171367	0	0.0613953185300224	0.0293935148052401	0.00320987412966033	0.0411218195881481	0.0228731205061524	0.00386007358498692	0.0385629439998123	0.0210350003846419	0.142656105199549	0.0111052746479664	0.0222725153534313	0.332891693736067	0	0.0181237986995959	0.016999839890879	0.0282404946461232	0.061845339250761	0.158882155922005	0.0199279758734191	0.137282217532673	0.0172314156815945	0.173484750328674	0.0221475779238879	0.0127219933602541	0.020558491464706	0	0.0179568184791593	0.0676713589018158	0.010563917129651	0.0448950019117831	0.00639504186051687	0.0896260144962763	0.0229803225578629	0.00691890734826049	0.177685360889753	0.00994557811918266	0.00396140560399423	0.148133924883084	0.000890257493621831	0.0405192646240436	0.0175052648590912	0.0292691474668875	0.0074378479550336	0.0663126893299486	0.0138266850463128	0.0439355025493908	0.0472028475243918	0.012759321605095	0.270053161640901	0.140194033359517	0	0.0325360906175414	0.00258021387037335	0.0262527792196741	0.0122328431471127	0.0241675522644237	0.034667580095971	0	0.0964488149327871	0.0247318135992784	0.0270940676192432	0.0017805156928257	0.132273334040297	0.0331686168172731	0.363982407426759	0.0188611320011377	0.0498177531361831	0.0230423401989002	0	0.0014354973785777	0.0820508520360266	0.0111551242989015	0.036273241277729	0.0607317288406055	0.0818594848562752	0.193340362189731	0.0238006100943878	0.0214418797470467
homo_5	0.114401332622576	0.18942279409016	0.0573570368724125	0.331700458708942	0.288039519848509	0.0167114754968242	0.110343438065874	0.176119783090467	0.073906950484978	0.00467387956318817	0.00400684893842353	0.0830928233746317	0.0290884830413091	0.00307814324299266	0.0020520936949986	0.0335809172228888	0	0.00505271270246313	0.0322771608665198	0.0144473632289936	0.0325776768826315	0.0479881301983155	0.0160116071228371	0.0385409541580056	0.0891641850665945	0.0555038200219087	0.140248456486877	0.0978516203119097	0.00303509003508911	0.113188193411762	0	0.0460599257594726	0.0290205053889671	0.0107859013851946	0.0957296544540381	0.0816063445334417	0.00638712906184454	0.0753091065900391	0.043714332812129	0.11456251699199	0.0350094632640737	0.0347451303398123	0.310371146363431	0.00550158719982135	0.0496193690163515	0.0667029757281546	0.0603337238437021	0.0194013591229401	0.15870733054759	0.131315592925879	0.124312415994905	0.0329554678172875	0.0748922540222361	0.0335809172228888	0.00662976763110201	0.0230823865537861	0	0.113784686396349	0.0428927960294175	0.0141899930314679	0.0318624295814397	0.0146553945760812	0.0936351303428378	0.00303509003508911	0.0161181157721544	0.136151460502945	0.0321053481718897	0.0246703243515873	0.193443463366411	0	0.0625201067532591	0.0372443313897048	0.0342411313710588	0.034028932251597	0.0418542742448746	0.00967985097174747	0.0304724121572497	0.0493850478063927	0.0315258866540078	0.297498254415386	0.104426838357934	0	0.0132300163816906	0.00366372568778957	0.0203807637904992	0.00211524985732248	0.0472798190043702	0.0821986648121104	0	0.154595498831534	0.0244559391806526	0.0359193378076423	0.0757934302697162	0.137679491535117	0.0253805192080769	0.330551628545387	0.0065095788969973	0.00299141726678074	0.0225982453651781	0	0	0.0463821078995914	0.022198594656149	0.141494227018859	0.0563269031934964	0.0571081667026005	0.204085152107826	0.0575910977576687	0.0159043854667594
